P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
TACHP	APHP	MADLP	0.0927842	5.51566	1.73735e-08	0.0570371	12622.4	7226.2	5999.1
TACLP	APHP	MADLP	0.0926785	6.16279	3.57375e-10	0.0570856	12616.6	7239.92	6011.78
OH	OL	APHP	0.00342074	0.377034	0.353074	0.00518358	13665	6276.32	6233.52
TACHP	APHP	OH	0.0814968	4.41894	4.95926e-06	0.108604	12484.2	7199	6114.03
TACLP	APHP	OH	0.083088	4.89027	5.03478e-07	0.110717	12491.6	7225.89	6117.24
TACHP	APHP	OL	0.0803372	5.31625	5.29647e-08	0.0941076	12385.7	7143.27	6080.88
TACLP	APHP	OL	0.0786748	6.00463	9.58848e-10	0.0925283	12367.8	7144.87	6102.63
TACLP	TACHP	APHP	0.00448301	0.291088	0.385492	0.00649002	18667.5	2182.14	2162.66
GH	GL	APLP	0.0108881	0.399416	0.344794	0.0197468	12443.9	3864.19	3780.95
APLP	GH	MADHP	0.0148499	1.35247	0.0881124	0.0076366	14820.5	5674.61	5508.54
APLP	GH	MADLP	0.0162679	1.55139	0.0604044	0.00865435	14809.7	5674.16	5492.5
APLP	GH	OH	0.0145651	1.77187	0.0382078	0.017055	14689.4	5681.31	5518.19
APLP	GH	OL	0.0179071	1.78205	0.0373705	0.0184231	14550.1	5677.99	5478.21
APLP	GH	TACHP	0.0266823	1.59879	0.0549331	0.024803	8752.06	7137.07	6766.1
APLP	GH	TACLP	0.0212049	1.26837	0.102333	0.0141955	8816.41	7108.25	6813.05
APLP	GL	MADHP	0.0139566	0.74071	0.229435	0.00711238	14858.8	5618.28	5463.61
APLP	GL	MADLP	0.0190601	1.05824	0.144973	0.0100568	14833.4	5644.09	5432.96
APLP	GL	OH	0.00730061	0.549219	0.291428	0.00845823	14754.1	5580.58	5499.68
APLP	GL	OL	0.0107438	0.622844	0.266694	0.0109275	14610.5	5573.84	5455.34
APLP	GL	TACHP	0.0372285	1.51722	0.0646055	0.0343091	8703.45	7147.32	6634.26
APLP	GL	TACLP	0.0326648	1.26428	0.103064	0.0216795	8762.14	7126.37	6675.53
MADLP	MADHP	APLP	0.000793447	0.106852	0.457453	0.000385065	21822.1	3290.58	3285.36
MADHP	OH	APLP	0.0117529	1.64032	0.0504696	0.0103895	14527.5	6058.87	5918.1
MADHP	OL	APLP	0.0217883	1.42573	0.0769727	0.0177123	15636.1	5628.84	5388.78
TACHP	APLP	MADHP	0.0411984	3.46427	0.000265839	0.0226213	13685.2	6359.15	5855.91
TACLP	APLP	MADHP	0.0425461	3.67648	0.000118237	0.0233436	13675.8	6367.14	5847.45
MADLP	OH	APLP	0.0122593	1.51142	0.065341	0.0107722	14646.8	6026.89	5880.91
MADLP	OL	APLP	0.02239	1.36003	0.0869107	0.0181022	15758.8	5599.92	5354.65
TACHP	APLP	MADLP	0.0423584	3.61989	0.000147366	0.024023	13690.3	6359.01	5842.19
TACLP	APLP	MADLP	0.0423963	3.85311	5.8314e-05	0.0240712	13680.3	6366.42	5848.55
OH	OL	APLP	0.00811437	0.62663	0.265451	0.00740494	14175.3	6167.84	6068.55
TACHP	APLP	OH	0.033276	2.90629	0.00182871	0.041009	13546.4	6361.18	5951.46
TACLP	APLP	OH	0.0351241	3.39934	0.000337747	0.0432819	13554.1	6386.24	5952.84
TACHP	APLP	OL	0.0362356	3.19565	0.000697585	0.0392975	13429.3	6343.34	5899.71
TACLP	APLP	OL	0.0345369	3.41131	0.000323254	0.0375963	13411.2	6342.68	5919.19
TACLP	TACHP	APLP	0.0039216	0.217676	0.413841	0.0027984	17489	2228.37	2210.97
GL	GH	MADHP	0.0018793	0.103619	0.458736	0.000528092	20848.5	3039.59	3028.19
GH	GL	MADLP	0.00484844	0.268986	0.39397	0.0014165	20823	3053.97	3024.5
GL	GH	OH	0.0136078	1.14164	0.126802	0.00865774	20733.6	3062.49	2980.26
GL	GH	OL	0.0135121	0.845383	0.198949	0.00758392	20583.5	3048.33	2967.05
GH	GL	TACHP	0.019174	0.752531	0.225866	0.00974466	13912.4	3776.56	3634.46
GH	GL	TACLP	0.0209197	0.723714	0.234621	0.00759178	14013.2	3797.67	3642.03
MADHP	MADLP	GH	0.00158462	0.224249	0.411282	0.000616838	21633	3277.93	3267.56
MADHP	OH	GH	0.0114638	1.4292	0.0764733	0.0081967	14385.4	6079.9	5942.08
MADHP	OL	GH	0.0248651	1.56892	0.0583336	0.0162811	15449.3	5641.83	5368.07
TACHP	GH	MADHP	0.0556773	5.74584	4.57338e-09	0.0300862	13876.2	6345.27	5675.96
TACLP	GH	MADHP	0.0567458	6.11508	4.82546e-10	0.0308031	13822.9	6385.19	5699.44
MADLP	OH	GH	0.0106597	1.17372	0.120253	0.00758362	14498.4	6041.63	5914.19
MADLP	OL	GH	0.024031	1.36925	0.0854598	0.0156723	15571	5611.9	5348.51
TACHP	GH	MADLP	0.0581804	6.48663	4.38875e-11	0.0324679	13872.5	6351.96	5653.48
TACLP	GH	MADLP	0.0579078	7.32775	1.17026e-13	0.0325127	13817.2	6389.78	5690.25
OH	OL	GH	0.0111008	0.716172	0.236943	0.0081531	13998.9	6191.2	6055.25
TACHP	GH	OH	0.0474885	6.36007	1.00829e-10	0.0573361	13710.9	6317.74	5744.9
TACLP	GH	OH	0.0491631	8.03622	4.6328e-16	0.0595663	13664.9	6365	5768.48
TACHP	GH	OL	0.0535931	6.29241	1.56285e-10	0.0569939	13581.6	6324.43	5681.02
TACLP	GH	OL	0.0515939	7.47622	3.8246e-14	0.055332	13515.7	6351.71	5728.45
TACLP	TACHP	GH	0.0209143	0.916	0.179833	0.00994258	17163.9	2274.2	2181.02
MADHP	MADLP	GL	0.00788174	1.15083	0.124902	0.00194567	21602.2	3276.58	3225.34
MADHP	OH	GL	0.00558566	0.533591	0.296812	0.00254346	14418	6030.25	5963.26
MADHP	OL	GL	0.018575	1.29133	0.0982951	0.00774097	15478.9	5590.09	5386.2
TACHP	GL	MADHP	0.0553594	3.70588	0.00010533	0.0295737	13955.5	6271.09	5613.19
TACLP	GL	MADHP	0.0564863	4.21506	1.24856e-05	0.0302902	13911.1	6306.31	5631.96
MADLP	OH	GL	0.00131884	0.123358	0.450912	0.000598937	14516.2	5977.21	5961.47
MADLP	OL	GL	0.0139457	0.860457	0.194769	0.00580626	15589.3	5548.91	5396.27
TACHP	GL	MADLP	0.0612286	4.26557	9.96968e-06	0.0338365	13941.7	6308.52	5580.57
TACLP	GL	MADLP	0.060991	4.94516	3.80416e-07	0.0338852	13894.3	6340.79	5611.79
OH	OL	GL	0.0112207	0.690466	0.244951	0.00521043	14057.4	6168.45	6031.56
TACHP	GL	OH	0.0412303	4.7123	1.22469e-06	0.049109	13812.4	6194.91	5704.3
TACLP	GL	OH	0.0430169	6.30715	1.42113e-10	0.0513604	13772.7	6234.92	5720.63
TACHP	GL	OL	0.0475079	3.93373	4.18196e-05	0.049794	13677.8	6197.23	5635.1
TACLP	GL	OL	0.0455717	4.55668	2.59842e-06	0.0481161	13618.4	6217.47	5675.49
TACLP	TACHP	GL	0.0178402	0.583971	0.27962	0.00425155	17019.4	2271.87	2192.23
MADHP	MADLP	OH	0.0170347	1.28472	0.0994444	0.137441	14287.4	4516.57	4365.27
MADHP	MADLP	OL	0.0164424	1.21585	0.11202	0.181089	12818.6	4686.09	4534.48
MADLP	MADHP	TACHP	0.00291365	0.507538	0.305889	0.000825026	22270.2	3235.44	3216.64
MADLP	MADHP	TACLP	0.000529256	0.0755321	0.469896	0.00011893	22269.1	3217.95	3214.55
OH	OL	MADHP	0.0966634	4.09794	2.08417e-05	0.124614	7291.65	9291.45	7653.5
MADHP	OH	TACHP	0.0197906	2.67019	0.0037904	0.0102939	14914.7	6036.38	5802.09
MADHP	OH	TACLP	0.0192282	2.25289	0.0121329	0.0079336	14919.6	6017.59	5790.54
MADHP	OL	TACHP	0.0276857	1.69892	0.044667	0.013163	16012.6	5561.69	5262.03
MADHP	OL	TACLP	0.0311567	1.89981	0.028729	0.0117494	15995	5564.24	5227.99
TACLP	TACHP	MADHP	0.00447553	0.258567	0.397985	0.000738537	24934.9	1845.05	1828.61
OH	OL	MADLP	0.0962542	4.10784	1.99691e-05	0.134155	7177.81	9329.23	7690.96
MADLP	OH	TACHP	0.021545	2.97269	0.00147601	0.0111084	15029.7	6000.07	5746.98
MADLP	OH	TACLP	0.0196568	2.24789	0.0122916	0.00805097	15030.5	5977.15	5746.7
MADLP	OL	TACHP	0.0295522	1.79592	0.0362538	0.0139796	16149.9	5547.34	5228.88
MADLP	OL	TACLP	0.031569	1.87828	0.0301714	0.0118652	16131.8	5549.4	5209.74
TACLP	TACHP	MADLP	0.000286202	0.0164534	0.493436	4.86624e-05	24938.2	1829.5	1828.45
OH	OL	TACHP	0.00541457	0.379277	0.352241	0.00290071	14520.4	6069.32	6003.94
OH	OL	TACLP	0.00905634	0.628896	0.264708	0.00384575	14514.6	6083.63	5974.43
TACLP	TACHP	OH	0.00637788	0.451077	0.325967	0.00236528	24724.2	1868.55	1844.86
TACHP	TACLP	OL	0.00547061	0.384537	0.35029	0.00178461	24621.5	1851.43	1831.29
