P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
TACHP	GH	OH	0.0398257	2.07585	0.018954	0.0575262	8914.07	4787.1	4420.4
TACLP	GH	OH	0.0319156	1.63607	0.0509126	0.0469755	8862.91	4783	4487.14
TACHP	GH	OL	0.0388115	1.74482	0.0405083	0.042832	9025.02	4767.53	4411.29
TACLP	GH	OL	0.031416	1.35222	0.0881526	0.0352128	8977.9	4767.49	4477.06
TACLP	TACHP	GH	0.014858	0.845271	0.19898	0.00677574	12421.7	1607.72	1560.65
MADHP	MADLP	GL	0.0142298	1.32666	0.092311	0.00377449	15027.9	2367.1	2300.68
MADHP	OH	GL	0.0499729	3.69745	0.000108888	0.0237431	10122.4	4389.35	3971.53
MADHP	OL	GL	0.0374575	2.6036	0.00461254	0.0154923	11558.7	3775.44	3502.81
TACHP	GL	MADHP	0.018313	0.687098	0.24601	0.0105953	9328.97	4529.75	4366.82
TACLP	GL	MADHP	0.0119874	0.434044	0.332128	0.00699322	9289.74	4522.4	4415.26
MADLP	OH	GL	0.0417637	3.26667	0.000544094	0.0200453	10032.1	4382.66	4031.26
MADLP	OL	GL	0.028593	2.03757	0.0207964	0.0117629	11653.6	3708.95	3502.75
TACHP	GL	MADLP	0.024028	0.944749	0.172393	0.0148301	9288.61	4555.8	4342.01
TACLP	GL	MADLP	0.018498	0.700699	0.241745	0.0115242	9260.5	4559.58	4393.96
OL	OH	GL	0.0170375	1.95231	0.0254509	0.00838185	9951.17	4333.57	4188.38
TACHP	GL	OH	0.0328921	1.82112	0.0342943	0.0465127	9036.13	4654.72	4358.26
TACLP	GL	OH	0.0248564	1.28705	0.0990386	0.0358232	9000.86	4651.33	4425.71
TACHP	GL	OL	0.0301731	1.26768	0.102456	0.0326218	9158.38	4631.77	4360.45
TACLP	GL	OL	0.0226996	0.895337	0.185303	0.0249166	9124.11	4629.4	4423.89
TACLP	TACHP	GL	0.00994515	0.431036	0.333221	0.00248475	12248.7	1618.92	1587.04
MADLP	MADHP	OH	0.0129614	1.24475	0.106612	0.195319	9844.08	3267.79	3184.16
MADHP	MADLP	OL	0.0235633	1.59268	0.0556158	0.611748	8014.08	3504.18	3342.84
MADHP	MADLP	TACHP	0.00334863	0.548837	0.291559	0.00102114	15203.9	2329.37	2313.82
MADHP	MADLP	TACLP	0.00171125	0.260036	0.397418	0.000414846	15149.8	2323.41	2315.47
OL	MADHP	OH	0.011664	1.10029	0.135602	0.242942	6912.01	5006.96	4891.51
MADHP	OH	TACHP	0.034097	2.14846	0.0158386	0.0186824	10340.4	4310.91	4026.63
MADHP	OH	TACLP	0.0359619	2.20874	0.0135965	0.0156442	10270.2	4311.49	4012.15
MADHP	OL	TACHP	0.0226642	2.05259	0.020056	0.0107899	11759.8	3705.13	3540.91
MADHP	OL	TACLP	0.0240997	2.13999	0.0161776	0.00910656	11691.3	3702.49	3528.23
TACHP	TACLP	MADHP	0.0211236	1.40183	0.0804836	0.00362776	16884.5	1348.31	1292.52
OL	MADLP	OH	0.00325185	0.301619	0.381471	0.0670858	7060.01	4910	4878.17
MADLP	OH	TACHP	0.0320269	1.92826	0.0269116	0.0176548	10275.7	4329.85	4061.12
MADLP	OH	TACLP	0.0347864	2.00005	0.0227472	0.0152357	10209.1	4334.06	4042.66
MADLP	OL	TACHP	0.0206809	1.82493	0.0340057	0.00977265	11884.8	3668.88	3520.21
MADLP	OL	TACLP	0.0231907	1.99417	0.0230667	0.00869634	11819.2	3669.08	3502.76
TACHP	TACLP	MADLP	0.0180614	1.03574	0.150161	0.00334152	16885.9	1357.7	1309.53
OL	OH	TACHP	0.014144	1.09474	0.136815	0.00797177	10218.3	4304.22	4184.16
OL	OH	TACLP	0.0147445	1.11537	0.132346	0.00659617	10147.2	4303.97	4178.89
TACHP	TACLP	OH	0.0262263	1.61819	0.0528104	0.0111121	16622.7	1385.84	1315
TACHP	TACLP	OL	0.0244243	1.47386	0.0702603	0.00791331	16742.2	1380.27	1314.46
