P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
TACHP	GH	MADHP	0.0467785	3.14318	0.000835606	0.0262163	11086.3	4729.18	4306.51
TACLP	GH	MADHP	0.0529607	3.91311	4.55577e-05	0.0296733	11093.9	4773.2	4293.04
MADLP	OH	GH	0.00925617	1.26611	0.102737	0.00646213	10970.5	4525.42	4442.41
OL	MADLP	GH	0.00666494	0.675257	0.249756	0.00420835	12122.5	4098.72	4044.45
TACHP	GH	MADLP	0.0439795	3.00191	0.00134147	0.0254216	11039.9	4736.04	4337.01
TACLP	GH	MADLP	0.0464165	3.30421	0.000476222	0.0269143	11034.5	4767.01	4344.1
OL	OH	GH	0.0148888	2.57017	0.0050824	0.0106447	10719	4678.88	4541.6
TACHP	GH	OH	0.0329639	2.23392	0.0127441	0.0423816	10913.2	4692.31	4392.83
TACLP	GH	OH	0.035638	2.47659	0.00663221	0.0458398	10910.9	4726.48	4401.19
TACHP	GH	OL	0.0440269	3.05534	0.00112402	0.0451131	11068.9	4710.68	4313.38
TACLP	GH	OL	0.0480253	3.44862	0.00028173	0.049142	11066.3	4744.56	4309.73
TACLP	TACHP	GH	0.00960423	0.323166	0.373285	0.00555047	12507.5	1915.3	1878.86
MADHP	MADLP	GL	0.0130341	1.15672	0.123694	0.00304148	16547.1	2488.2	2424.18
MADHP	OH	GL	0.0236532	2.26158	0.0118617	0.00986122	11258.2	4492.13	4284.54
MADHP	OL	GL	0.00411701	0.328166	0.371393	0.00155493	12436.1	3991.83	3959.09
TACHP	GL	MADHP	0.0112596	0.675312	0.249739	0.00606665	11527.5	4392.31	4294.5
TACLP	GL	MADHP	0.0178404	1.2958	0.0975214	0.00959794	11520.6	4429.81	4274.52
MADLP	OH	GL	0.0162476	1.88926	0.0294285	0.00683994	11188.5	4489.9	4346.34
OL	MADLP	GL	0.00390322	0.352172	0.362355	0.00148884	12362.3	4024.45	3993.16
TACHP	GL	MADLP	0.00972554	0.579857	0.281005	0.00541566	11483.1	4411.97	4326.98
TACLP	GL	MADLP	0.012429	0.837147	0.201255	0.0069273	11460.8	4434.05	4325.18
OL	OH	GL	0.0192319	3.30499	0.000474896	0.0083191	10927.2	4633.59	4458.73
TACHP	GL	OH	0.00526022	0.306732	0.379524	0.00651037	11323.4	4395.85	4349.84
TACLP	GL	OH	0.00818238	0.524091	0.300108	0.0101201	11307.5	4424.31	4352.49
TACHP	GL	OL	0.0122324	0.784376	0.21641	0.0120639	11498.3	4395.86	4289.61
TACLP	GL	OL	0.016512	1.2074	0.113639	0.0162487	11483.7	4425.61	4281.83
TACLP	TACHP	GL	0.0116125	0.370602	0.355467	0.00317693	12071	1931.93	1887.57
MADLP	MADHP	OH	0.00998246	0.990116	0.161059	0.206083	10565.4	3416.22	3348.69
MADLP	MADHP	OL	0.0107072	1.16566	0.121877	0.220903	9193.42	3547.54	3472.38
MADHP	MADLP	TACHP	0.0155075	1.21335	0.112499	0.00448356	16660	2516.18	2439.33
MADHP	MADLP	TACLP	0.0224059	1.65694	0.0487658	0.00491444	16687.7	2519.93	2409.49
OL	MADHP	OH	0.0434764	3.97201	3.56344e-05	0.648149	7173.39	5670.07	5197.59
MADHP	OH	TACHP	0.0293688	3.16905	0.000764699	0.0151388	11358.1	4545.99	4286.58
MADHP	OH	TACLP	0.0331001	3.13652	0.000854815	0.012952	11380.3	4542.35	4251.28
MADHP	OL	TACHP	0.00304422	0.337093	0.368023	0.00141761	12553.9	4003.38	3979.08
MADHP	OL	TACLP	0.00556619	0.541277	0.294158	0.00196879	12584.6	3996.58	3952.34
TACLP	TACHP	MADHP	0.0188952	1.10086	0.135478	0.00355213	18921.7	1549.72	1492.24
OL	MADLP	OH	0.0371493	2.71606	0.00330319	0.555792	7148.55	5652.88	5247.92
MADLP	OH	TACHP	0.020551	2.74923	0.00298675	0.0107033	11277.3	4532.77	4350.22
MADLP	OH	TACLP	0.0204177	2.2274	0.0129604	0.00807606	11283.9	4513.47	4332.85
OL	MADLP	TACHP	0.00652296	0.737311	0.230467	0.0030714	12476.9	4054.14	4001.6
OL	MADLP	TACLP	0.0082497	0.816531	0.207098	0.00295155	12492.2	4045.56	3979.36
TACLP	TACHP	MADLP	0.00775527	0.479114	0.315929	0.00151947	18846.5	1551.39	1527.51
OL	OH	TACHP	0.0257106	3.95258	3.86566e-05	0.0137399	11029.2	4689.63	4454.53
OL	OH	TACLP	0.02708	3.5313	0.000206764	0.0110042	11046.2	4680.74	4433.91
TACLP	TACHP	OH	0.00840684	0.549922	0.291186	0.00363724	18660.6	1548.02	1522.21
TACLP	TACHP	OL	0.0123545	0.790033	0.214754	0.00424178	18885.5	1537.79	1500.26
