P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
MADHP	OL	APHP	0.00552027	0.693021	0.244148	0.00753953	14083	5159.06	5102.42
TACHP	APHP	MADHP	0.184816	4.72643	1.14248e-06	0.116102	12097.4	7611.75	5237.09
TACLP	APHP	MADHP	0.181019	4.41277	5.10279e-06	0.113754	12094.9	7569.77	5249.28
MADLP	OH	APHP	0.0149445	1.24186	0.107144	0.0222275	12868.4	5716.74	5548.38
MADLP	OL	APHP	0.0110135	0.867034	0.192962	0.0148695	14149.2	5166.58	5054.01
TACHP	APHP	MADLP	0.180394	4.57532	2.3775e-06	0.111619	12122.4	7580.84	5263.75
TACLP	APHP	MADLP	0.178114	4.38946	5.68164e-06	0.11017	12132.1	7551.03	5267.82
OL	OH	APHP	0.00488307	0.729862	0.232737	0.0074883	12648.8	5740.16	5684.37
TACHP	APHP	OH	0.151788	3.88281	5.16275e-05	0.194323	11843.1	7469.9	5501.06
TACLP	APHP	OH	0.152476	3.78213	7.77459e-05	0.194696	11869.6	7456.9	5483.76
TACHP	APHP	OL	0.165782	4.24072	1.11403e-05	0.186211	11953.7	7524.66	5384.55
TACLP	APHP	OL	0.165438	4.08943	2.16216e-05	0.185574	11973.4	7504.9	5374.21
TACHP	TACLP	APHP	0.0116291	0.609782	0.271003	0.0129394	18797.6	1714.59	1675.17
GH	GL	APLP	0.008991	0.356267	0.36082	0.0119847	12600.5	3801.57	3733.82
GH	APLP	MADHP	0.0417491	1.62641	0.0519308	0.0248586	13332.8	5937.9	5461.97
GH	APLP	MADLP	0.0403134	1.62042	0.0525708	0.0236257	13379.1	5938.02	5477.81
GH	APLP	OH	0.0262044	1.07919	0.140252	0.0336007	13102.6	5901.47	5600.08
GH	APLP	OL	0.0270553	1.06551	0.143323	0.0303482	13182.4	5881.63	5571.75
TACHP	APLP	GH	0.00602368	0.180469	0.428392	0.0111126	6543.01	7696.61	7604.44
TACLP	APLP	GH	0.00822179	0.229955	0.409063	0.0151016	6569.12	7708.79	7583.07
GL	APLP	MADHP	0.0823784	2.11357	0.0172759	0.0474298	13568.3	6105.62	5176.24
GL	APLP	MADLP	0.0823587	2.16483	0.0152005	0.0466196	13620.1	6111.28	5181.24
GL	APLP	OH	0.0641135	1.71812	0.0428874	0.077536	13317.5	6048.65	5319.78
GL	APLP	OL	0.0686628	1.76134	0.0390908	0.0727708	13415.4	6046.96	5269.91
APLP	TACHP	GL	0.0284644	0.639191	0.261349	0.026243	6268.38	7928.59	7489.72
APLP	TACLP	GL	0.0300391	0.670903	0.251141	0.0276425	6256.04	7925.75	7463.47
MADLP	MADHP	APLP	0.00745969	0.465281	0.320865	0.00352962	19695	3117.1	3070.94
MADHP	OH	APLP	0.0176942	2.18527	0.0144346	0.0148586	13439.8	5572.44	5378.66
MADHP	OL	APLP	0.00937135	1.22277	0.110709	0.00722261	14548.1	5071.94	4977.76
TACHP	APLP	MADHP	0.148364	3.68082	0.000116242	0.0872693	13148.9	6907.58	5122.72
TACLP	APLP	MADHP	0.143954	3.44049	0.00029033	0.0848381	13131.8	6876.6	5145.91
MADLP	OH	APLP	0.0217194	1.74295	0.0406709	0.018341	13303.6	5643.4	5403.47
MADLP	OL	APLP	0.0140465	1.08102	0.139845	0.0107272	14600.6	5065.74	4925.4
TACHP	APLP	MADLP	0.144406	3.57371	0.000175977	0.0836892	13170.5	6882.98	5145.93
TACLP	APLP	MADLP	0.141679	3.45566	0.000274474	0.0821998	13163.6	6862.22	5159.05
OL	OH	APLP	0.00887938	1.21269	0.112623	0.00768854	13074.9	5657.81	5558.22
TACHP	APLP	OH	0.120323	3.00163	0.00134268	0.144138	12846.3	6798.72	5338.34
TACLP	APLP	OH	0.120726	2.93724	0.00165575	0.14451	12859.9	6798.44	5333.77
TACHP	APLP	OL	0.131506	3.21743	0.000646725	0.13815	12978.2	6831.05	5243.21
TACLP	APLP	OL	0.130818	3.12367	0.000893066	0.137474	12983.2	6822.1	5243.68
TACHP	TACLP	APLP	0.00397505	0.15142	0.439822	0.00204434	17700.7	1757.95	1744.03
GL	GH	MADHP	0.0761876	2.009	0.0222685	0.0231399	19940.1	3202.58	2749.13
GL	GH	MADLP	0.0788749	2.09114	0.0182577	0.0235542	19981.2	3213.22	2743.39
GL	GH	OH	0.0707615	2.13898	0.0162188	0.0454745	19603.5	3234.31	2806.83
GL	GH	OL	0.0776785	2.24377	0.0124238	0.0437469	19718	3240.68	2773.51
GH	GL	TACHP	0.0799679	2.10958	0.0174472	0.0407997	12403.4	4043.35	3444.56
GH	GL	TACLP	0.087639	2.35992	0.00913932	0.0334455	12405.8	4069.11	3413.35
MADLP	MADHP	GH	0.0049777	0.344671	0.365171	0.00189152	20126.5	3072.59	3042.15
MADHP	OH	GH	0.0340568	4.59435	2.17045e-06	0.0229268	13760.2	5591.5	5223.19
MADHP	OL	GH	0.0261786	3.80717	7.02826e-05	0.0162008	14886.7	5100.59	4840.35
TACHP	GH	MADHP	0.118339	3.34546	0.000410726	0.0639988	13963.6	6184.89	4875.96
TACLP	GH	MADHP	0.113477	3.05084	0.001141	0.0615079	13901.2	6156.05	4901.29
MADLP	OH	GH	0.0365498	3.23259	0.000613358	0.0247794	13615.8	5654.28	5255.53
MADLP	OL	GH	0.0293832	2.51934	0.0058787	0.018064	14936.4	5091.65	4800.98
TACHP	GH	MADLP	0.115344	3.15433	0.000804334	0.0615053	13982.4	6173.28	4896.45
TACLP	GH	MADLP	0.112289	3.03211	0.00121425	0.0599765	13931.7	6156.11	4913.16
OL	OH	GH	0.00971398	1.28314	0.0997213	0.00683956	13335.3	5616.88	5508.8
TACHP	GH	OH	0.103237	3.08532	0.00101666	0.114391	13603	6192.69	5033.7
TACLP	GH	OH	0.103429	3.00669	0.00132054	0.114785	13582	6205.22	5041.94
TACHP	GH	OL	0.114626	3.32651	0.000439706	0.111189	13731.9	6213.5	4935.53
TACLP	GH	OL	0.113613	3.20887	0.000666289	0.110488	13701.9	6217.02	4948.48
TACLP	TACHP	GH	0.00957616	0.312314	0.377401	0.00403128	16664.1	1768.94	1735.38
MADLP	MADHP	GL	0.00774043	0.497197	0.309525	0.00186042	20555	3047.64	3000.82
MADHP	OH	GL	0.0368684	5.23302	8.33811e-08	0.0156993	14140.5	5544.29	5150.01
MADHP	OL	GL	0.025098	3.76015	8.49065e-05	0.00981511	15287.5	5034.26	4787.74
TACHP	GL	MADHP	0.0816586	4.02208	2.88431e-05	0.0418259	14496.8	5665.88	4810.4
TACLP	GL	MADHP	0.0768806	3.38421	0.000356917	0.0392782	14466.4	5612.06	4810.74
MADLP	OH	GL	0.0409801	3.07094	0.00106692	0.0175289	13991.4	5602.41	5161.31
MADLP	OL	GL	0.0300506	2.46769	0.00679941	0.0116567	15339.2	5027.26	4733.93
TACHP	GL	MADLP	0.0768424	3.90106	4.78857e-05	0.0388697	14532.3	5654.53	4847.53
TACLP	GL	MADLP	0.0739224	3.59455	0.000162477	0.0373061	14517	5615.88	4842.76
OL	OH	GL	0.0134482	1.64624	0.0498569	0.00594157	13713.8	5567.89	5420.12
TACHP	GL	OH	0.0686862	3.46466	0.000265449	0.072199	14127.3	5690.71	4959.21
TACLP	GL	OH	0.0691755	3.20548	0.000674186	0.0725966	14146.3	5686.25	4950.45
TACHP	GL	OL	0.076623	3.84559	6.01304e-05	0.0705427	14280.6	5696.17	4885.38
TACLP	GL	OL	0.0759011	3.49182	0.000239871	0.0697981	14287.6	5679.75	4878.37
TACHP	TACLP	GL	0.00663713	0.166909	0.433721	0.00143727	16047.9	1774.88	1751.47
MADLP	MADHP	OH	0.0247372	1.23832	0.107798	0.203736	12808.2	4291.42	4084.23
MADHP	MADLP	OL	0.00678231	0.55812	0.288381	0.13323	11303.7	4354.79	4296.11
MADHP	MADLP	TACHP	0.000279794	0.0181716	0.492751	6.97219e-05	21322.6	2961.5	2959.84
MADLP	MADHP	TACLP	0.003148	0.225443	0.410817	0.000650988	21277.7	2969.02	2950.39
OL	MADHP	OH	0.0336859	1.91899	0.027493	0.355364	8418.1	6908.84	6458.55
MADHP	OH	TACHP	0.0492676	5.27731	6.55476e-08	0.0218165	14846.5	5518.74	5000.48
MADHP	OH	TACLP	0.0436916	4.11254	1.95669e-05	0.0160733	14823.7	5491.71	5031.91
MADHP	OL	TACHP	0.0302574	2.68804	0.00359365	0.0122585	16021.7	4957.67	4666.47
MADHP	OL	TACLP	0.025602	2.00141	0.022674	0.00861532	15991	4936.33	4689.88
TACHP	TACLP	MADHP	0.0200339	0.815971	0.207258	0.00264849	25307.6	1378.99	1324.82
OL	MADLP	OH	0.0182355	0.618712	0.268053	0.191832	8562.28	6787.17	6544.06
MADLP	OH	TACHP	0.0487422	3.35548	0.00039614	0.0217479	14678.1	5557.61	5041.01
MADLP	OH	TACLP	0.0451061	3.12203	0.000898056	0.0167139	14667.4	5542.57	5064.14
MADLP	OL	TACHP	0.0301943	2.02612	0.0213764	0.0121902	16062.2	4939.47	4649.92
MADLP	OL	TACLP	0.0276289	1.74891	0.0401536	0.00926103	16043.1	4929.78	4664.7
TACHP	TACLP	MADLP	0.0125267	0.602975	0.273263	0.00163184	25316.4	1369.12	1335.25
OL	OH	TACHP	0.0209392	2.30484	0.0105879	0.00967623	14412.7	5535.31	5308.26
OL	OH	TACLP	0.0196643	2.10271	0.0177456	0.00752288	14413	5531.29	5317.95
TACLP	TACHP	OH	0.00156282	0.078313	0.46879	0.000423846	24840.9	1376.41	1372.11
TACHP	TACLP	OL	0.00343512	0.172001	0.431718	0.00081937	25057.6	1375.4	1365.98
