P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
TACLP	APLP	MADLP	0.0295144	2.00337	0.0225689	0.0211998	9246.16	5119.47	4825.94
OL	OH	APLP	0.0126821	1.75529	0.0396045	0.0119477	9711.55	4953.77	4829.7
TACHP	APLP	OH	0.0136345	1.23447	0.108514	0.0253428	9266.42	5102.32	4965.06
TACLP	APLP	OH	0.012681	0.972997	0.165277	0.0236833	9191.9	5114.98	4986.88
TACHP	APLP	OL	0.0193529	1.63842	0.0506668	0.0257472	9368.22	5080.05	4887.15
TACLP	APLP	OL	0.0213228	1.49728	0.0671602	0.0283414	9303.43	5102.43	4889.38
TACLP	TACHP	APLP	0.0219162	1.20531	0.114041	0.014109	13439.4	2032.46	1945.28
GL	GH	MADHP	0.00934672	0.446624	0.327573	0.0038415	14356.7	2971.25	2916.22
GL	GH	MADLP	0.00466986	0.29851	0.382657	0.00203589	14285.5	2947.83	2920.42
GL	GH	OH	0.00370985	0.332587	0.369723	0.00443321	14133.5	3011.94	2989.68
GL	GH	OL	0.00117701	0.109029	0.45659	0.000976093	14289.2	2952.69	2945.75
GH	GL	TACHP	0.0499176	1.48154	0.0692313	0.032937	10085.7	3700.08	3348.24
GH	GL	TACLP	0.0443186	1.25559	0.104633	0.0196719	10198	3663.83	3352.86
MADHP	MADLP	GH	0.00793993	0.878943	0.189716	0.00456237	13965.4	3035.95	2988.12
MADHP	OH	GH	0.0279743	3.65773	0.000127228	0.0251776	9880.52	4849.75	4585.8
MADHP	OL	GH	0.00566509	0.869226	0.192362	0.0046684	10801	4344.11	4295.16
TACHP	GH	MADHP	0.0426302	2.03965	0.0206926	0.0279932	9673.37	5025.37	4614.42
TACLP	GH	MADHP	0.0387294	1.73727	0.0411701	0.0257183	9591.9	5051.57	4674.87
MADLP	OH	GH	0.0226103	2.49854	0.00623532	0.0207032	9725.12	4887.37	4671.24
MADLP	OL	GH	0.000128436	0.0163287	0.493486	0.000106502	10775	4327.94	4326.83
TACHP	GH	MADLP	0.0443622	2.09734	0.0179818	0.030753	9621.72	5021.55	4594.94
TACLP	GH	MADLP	0.0416823	1.92326	0.027224	0.0291465	9535.77	5043.27	4639.66
OL	OH	GH	0.0217667	3.46762	0.000262543	0.0205921	9527.85	5046.51	4831.5
TACHP	GH	OH	0.0422386	2.76326	0.0028614	0.0763743	9488.01	5103.96	4690.27
TACLP	GH	OH	0.0410067	2.52398	0.00580172	0.0747899	9411.17	5134.79	4730.26
TACHP	GH	OL	0.0391829	2.38232	0.00860194	0.0505068	9616.76	5017.7	4639.31
TACLP	GH	OL	0.0409042	2.32136	0.0101338	0.0530168	9562.4	5071.01	4672.46
TACLP	TACHP	GH	0.0260301	1.17804	0.119391	0.0180656	13032.5	2122	2014.33
MADHP	MADLP	GL	0.0125942	1.09164	0.137496	0.00379599	13990.2	3033.37	2957.91
MADHP	OH	GL	0.0315793	2.70434	0.003422	0.0149277	9899.35	4846.32	4549.6
MADHP	OL	GL	0.0112607	1.10442	0.134705	0.00488113	10820.6	4356.78	4259.75
TACHP	GL	MADHP	0.0379075	1.52065	0.0641744	0.0242406	9927.39	4872.52	4516.6
TACLP	GL	MADHP	0.0337388	1.27252	0.101595	0.0219613	9834.24	4927.91	4606.24
MADLP	OH	GL	0.0231874	2.02838	0.0212607	0.0111738	9741.81	4881.79	4660.53
MADLP	OL	GL	0.00249384	0.245455	0.403052	0.00108948	10790	4336.04	4314.46
TACHP	GL	MADLP	0.0425395	1.88475	0.0297317	0.0287782	9871.17	4891.76	4492.56
TACLP	GL	MADLP	0.0395665	1.70509	0.0440887	0.0271668	9773.03	4942.16	4565.96
OL	OH	GL	0.0202497	2.53468	0.00562751	0.0100961	9534.1	5030.49	4830.8
TACHP	GL	OH	0.0409578	2.51237	0.00599614	0.0722693	9732.32	4974.17	4582.74
TACLP	GL	OH	0.0395136	2.326	0.0100093	0.070679	9637.91	5028.3	4646.03
TACHP	GL	OL	0.0394158	2.23029	0.0128642	0.0495802	9855.47	4897.63	4526.18
TACLP	GL	OL	0.0409168	2.16899	0.0150415	0.0520933	9790.5	4981.19	4589.59
TACLP	TACHP	GL	0.035803	1.33991	0.0901369	0.00992106	12707.3	2148.6	2000.07
MADLP	MADHP	OH	0.0247755	2.45186	0.00710606	1.12542	9674.28	3991.71	3798.7
MADLP	MADHP	OL	0.00122028	0.0803174	0.467992	0.0146359	8532.53	4061.09	4051.19
MADHP	MADLP	TACHP	0.00541624	0.390484	0.348089	0.00204236	14341.8	2985.75	2953.58
MADHP	MADLP	TACLP	0.003523	0.231105	0.408617	0.00100966	14313	2979.97	2959.05
OL	MADHP	OH	0.0497187	3.02601	0.00123901	1.04298	7011.12	5799.98	5250.56
MADHP	OH	TACHP	0.0280628	2.1248	0.0168017	0.0165919	10229	4784.54	4523.33
MADHP	OH	TACLP	0.0254151	1.91264	0.0278971	0.0113943	10198.6	4763.32	4527.2
MADHP	OL	TACHP	0.00953839	0.839445	0.20061	0.00517667	11148.2	4312.94	4231.44
MADHP	OL	TACLP	0.00317894	0.269909	0.393615	0.00130723	11130.3	4274.88	4247.79
TACHP	TACLP	MADHP	0.00995642	0.669215	0.251679	0.00233258	17672.2	1736.99	1702.75
OL	MADLP	OH	0.0322998	1.98286	0.0236918	0.676582	7089.63	5695.38	5338.97
MADLP	OH	TACHP	0.0243095	1.80069	0.0358758	0.0145758	10076.8	4825.36	4596.32
MADLP	OH	TACLP	0.0228728	1.6987	0.0446879	0.0103957	10054.1	4811.79	4596.6
MADLP	OL	TACHP	0.00576689	0.471218	0.318743	0.00313876	11127.1	4301.74	4252.41
MADLP	OL	TACLP	0.00072199	0.0544475	0.478289	0.000298008	11121.5	4275.94	4269.77
TACHP	TACLP	MADLP	0.00677364	0.510067	0.305002	0.00165853	17623.7	1709.39	1686.39
OL	OH	TACHP	0.0184668	2.64916	0.00403465	0.0114763	9850.54	4955.5	4775.79
OL	OH	TACLP	0.0215519	2.85122	0.00217757	0.0100994	9839.78	4953.9	4744.87
TACHP	TACLP	OH	0.00265058	0.228994	0.409437	0.00169145	17432	1732.89	1723.73
TACLP	TACHP	OL	0.00589064	0.39677	0.345769	0.0026813	17609.2	1721.19	1701.03
