P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APLP	GH	TACLP	0.174942	4.54263	2.77779e-06	0.125998	5329.9	6590.47	4627.91
GL	APLP	MADHP	0.0716669	1.50189	0.0665627	0.045558	8663.63	4887.75	4234.02
GL	APLP	MADLP	0.0544895	1.23001	0.109347	0.0389519	8703.4	4747.62	4256.97
GL	APLP	OH	0.0445205	1.06226	0.144059	0.0675138	8522.07	4763.08	4357.04
GL	APLP	OL	0.0597302	1.27367	0.101389	0.0708963	8609.82	4869.42	4320.5
APLP	GL	TACHP	0.155326	3.95116	3.88868e-05	0.155079	5426.11	6422.25	4695.39
APLP	GL	TACLP	0.165085	4.02678	2.82734e-05	0.118023	5523.83	6487.31	4648.89
MADLP	MADHP	APLP	0.036644	1.46026	0.0721086	0.0163512	13361	2544.48	2364.59
MADHP	OH	APLP	0.00209276	0.0891693	0.464474	0.00155972	9311.22	4043.61	4026.72
MADHP	OL	APLP	0.00481906	0.310268	0.378179	0.00327836	10235.3	3699.65	3664.16
TACHP	APLP	MADHP	0.156184	3.43548	0.000295752	0.0969766	8492.22	5447.06	3975.41
TACLP	APLP	MADHP	0.162038	3.42392	0.000308621	0.101113	8428.62	5527.67	3986.08
MADLP	OH	APLP	0.024609	2.23269	0.0127848	0.017881	9449.91	4096.47	3899.69
MADLP	OL	APLP	0.0293776	1.84245	0.0327045	0.0195749	10340.5	3773.32	3557.94
TACHP	APLP	MADLP	0.139579	3.30162	0.000480648	0.0969381	8532.13	5307.08	4007.02
TACLP	APLP	MADLP	0.14166	3.29368	0.000494434	0.0990721	8446.99	5366.16	4034.46
OH	OL	APLP	0.00228248	0.164243	0.43477	0.00172094	9388.52	4083.24	4064.64
TACHP	APLP	OH	0.130116	3.16566	0.000773668	0.180119	8371.63	5343.35	4112.94
TACLP	APLP	OH	0.134194	3.22326	0.000633703	0.186274	8302.82	5418.76	4136.5
TACHP	APLP	OL	0.152146	3.35227	0.000400755	0.16654	8452.9	5443.22	4005.62
TACLP	APLP	OL	0.155425	3.39935	0.000337735	0.171144	8390.42	5524.96	4038.55
TACLP	TACHP	APLP	0.0502418	2.33347	0.00981166	0.0181899	13196.5	1507.33	1363.11
GL	GH	MADHP	0.0107419	0.412966	0.339816	0.0029123	14866.5	1966.21	1924.42
GL	GH	MADLP	0.0267175	1.07678	0.14079	0.00823379	14848.3	1993.09	1889.36
GL	GH	OH	0.00692833	0.289784	0.385991	0.00452485	14627.8	1977.48	1950.27
GL	GH	OL	0.0126867	0.492602	0.311147	0.0064468	14744.3	1992.42	1942.5
GL	GH	TACHP	0.0109679	0.334226	0.369104	0.00568476	9929.34	2466.5	2412.99
GL	GH	TACLP	0.0255436	0.688622	0.245531	0.00903616	9917.02	2492.16	2368.01
MADHP	MADLP	GH	0.0095248	1.02035	0.153781	0.0035435	13774.5	2391.14	2346.02
MADHP	OH	GH	0.0316991	2.90063	0.00186207	0.019635	9714.85	4068.41	3818.41
MADHP	OL	GH	0.0207907	2.3734	0.00881263	0.0116567	10678.4	3643.78	3495.35
TACHP	GH	MADHP	0.10667	3.63524	0.00013886	0.056652	9897.1	4459.62	3599.91
TACLP	GH	MADHP	0.115164	3.88965	5.01941e-05	0.0609763	9976.49	4501.05	3571.39
MADLP	OH	GH	0.0261876	3.05881	0.00111111	0.0161504	9746.57	4014.3	3809.42
MADLP	OL	GH	0.0145339	1.70108	0.044464	0.00814399	10671.8	3605.66	3502.35
TACHP	GH	MADLP	0.113297	4.1219	1.87884e-05	0.0680955	9878.73	4486.37	3573.24
TACLP	GH	MADLP	0.117001	4.07597	2.29118e-05	0.0703053	9940.15	4509.82	3565.06
OL	OH	GH	0.0127772	1.7584	0.0393393	0.00807478	9728.44	4025.75	3924.17
TACHP	GH	OH	0.103993	3.92121	4.4052e-05	0.124664	9707.76	4520.29	3668.69
TACLP	GH	OH	0.110395	4.04267	2.64233e-05	0.131243	9769	4543.55	3640.11
TACHP	GH	OL	0.115453	3.98565	3.36479e-05	0.108727	9823.25	4534.21	3595.6
TACLP	GH	OL	0.121389	4.08748	2.18047e-05	0.113677	9887.89	4560.87	3573.45
TACHP	TACLP	GH	0.012639	0.476607	0.316821	0.00521135	11391.9	1521.13	1483.16
MADLP	MADHP	GL	0.00354383	0.341629	0.366315	0.000957436	13851.2	2380.98	2364.17
MADHP	OH	GL	0.0334691	3.11838	0.000909254	0.0150811	9758.62	4084.97	3820.39
MADHP	OL	GL	0.0196095	2.05415	0.0199806	0.00799693	10732.1	3647.49	3507.19
TACHP	GL	MADHP	0.101662	3.99753	3.20032e-05	0.053898	9857.43	4431.67	3613.76
TACLP	GL	MADHP	0.109405	4.30411	8.38308e-06	0.0582389	9894.69	4501.6	3613.74
MADLP	OH	GL	0.0359282	3.3226	0.000445921	0.0160218	9816.33	4056.86	3775.45
MADLP	OL	GL	0.0220836	1.90473	0.0284078	0.0089455	10751.9	3635.84	3478.72
TACHP	GL	MADLP	0.10072	4.35803	6.56193e-06	0.060348	9865.35	4422.78	3613.38
TACLP	GL	MADLP	0.103826	4.52415	3.03187e-06	0.0625649	9880.68	4470.77	3629.73
OL	OH	GL	0.0156014	2.53529	0.00561778	0.00714101	9775.21	4045.3	3921.02
TACHP	GL	OH	0.100612	4.33	7.45532e-06	0.120681	9670.21	4509.04	3684.66
TACLP	GL	OH	0.106254	4.4804	3.7252e-06	0.12729	9689.9	4561.39	3685.16
TACHP	GL	OL	0.109193	4.19737	1.35014e-05	0.102951	9799.12	4513.67	3624.98
TACLP	GL	OL	0.114235	4.36891	6.2433e-06	0.10793	9824.91	4572.12	3634.62
TACLP	TACHP	GL	0.0107948	0.424059	0.335761	0.00268588	11491.2	1528.95	1496.29
MADHP	MADLP	OH	0.0129841	1.08162	0.13971	0.261309	8794.41	3348.22	3262.39
MADHP	MADLP	OL	0.00455812	0.516988	0.302582	0.0495311	7689.32	3475.47	3443.93
MADLP	MADHP	TACHP	0.00181169	0.21753	0.413898	0.000530194	14583.4	2295.26	2286.95
MADHP	MADLP	TACLP	0.00657836	0.706159	0.240045	0.00149864	14623.5	2295.4	2265.4
OH	OL	MADHP	0.117141	10.3163	0	0.152911	4904.77	6135.14	4848.5
MADHP	OH	TACHP	0.0337186	3.57199	0.00017714	0.0164903	10454.6	3956.6	3698.48
MADHP	OH	TACLP	0.0362267	3.58833	0.000166401	0.0137977	10500.3	3950.45	3674.24
MADHP	OL	TACHP	0.0100225	1.1823	0.118543	0.0044425	11476.6	3503.31	3433.79
MADHP	OL	TACLP	0.0130994	1.41471	0.0785769	0.00452851	11528	3505.9	3415.23
TACLP	TACHP	MADHP	0.0299763	1.53969	0.0618183	0.00458803	17407.6	1201.62	1131.68
OH	OL	MADLP	0.112406	12.3644	0	0.187896	4835.94	6097.85	4865.51
MADLP	OH	TACHP	0.0351139	4.4248	4.82648e-06	0.0170104	10510.7	3926.87	3660.45
MADLP	OH	TACLP	0.0325649	4.02897	2.80107e-05	0.0123178	10539.2	3903.48	3657.26
MADLP	OL	TACHP	0.0112576	1.47344	0.0703162	0.00497051	11500.4	3495.61	3417.78
MADLP	OL	TACLP	0.00879346	1.01057	0.156111	0.00303477	11533.1	3479.51	3418.84
TACLP	TACHP	MADLP	0.0135826	0.905897	0.182495	0.00235378	17394.8	1180.54	1148.9
OL	OH	TACHP	0.0244281	4.1779	1.47108e-05	0.0121062	10508.7	3954.43	3765.84
OL	OH	TACLP	0.02411	4.25888	1.02728e-05	0.00931139	10547	3940.86	3755.31
TACLP	TACHP	OH	0.0218905	1.36169	0.0866482	0.00753148	17157.9	1210.1	1158.26
TACLP	TACHP	OL	0.0207965	1.28293	0.0997579	0.00562009	17334.3	1197.87	1149.06
