P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
MADLP	OH	GH	0.0344057	2.35735	0.00920303	0.0318883	9111.17	4396.2	4103.75
MADLP	OL	GH	0.0220862	1.55171	0.060366	0.0188674	10041.9	4003.72	3830.69
TACHP	GH	MADLP	0.0397933	3.27634	0.000525812	0.0295026	8776.7	4488.95	4145.36
TACLP	GH	MADLP	0.0313844	2.62172	0.00437434	0.0233684	8758.32	4444.74	4174.24
OL	OH	GH	0.0137987	2.49754	0.0062529	0.0132678	8917.01	4386.71	4267.29
TACHP	GH	OH	0.0382016	3.32022	0.000449732	0.0647849	8544.21	4548.91	4214.15
TACLP	GH	OH	0.0322103	2.53649	0.00559844	0.0551455	8543.77	4522.64	4240.38
TACHP	GH	OL	0.0385304	2.77418	0.00276703	0.0445233	8646.64	4531.92	4195.64
TACLP	GH	OL	0.0284712	1.79511	0.0363182	0.0333151	8628.69	4488.15	4239.66
TACHP	TACLP	GH	0.00535675	0.260787	0.397128	0.00528189	11389.2	2423.63	2397.8
MADLP	MADHP	GL	0.0165049	1.63779	0.0507331	0.0053689	12978.6	2978.77	2882.03
MADHP	OH	GL	0.0343756	1.69453	0.0450825	0.0163885	9042.64	4418.56	4124.88
MADHP	OL	GL	0.028103	1.18062	0.118876	0.0123994	9949.16	4064.41	3842.21
TACHP	GL	MADHP	0.0271837	1.30942	0.0951962	0.0192167	8613.26	4446.54	4211.19
TACLP	GL	MADHP	0.0231575	1.21555	0.112078	0.0164133	8569.79	4428.26	4227.81
MADLP	OH	GL	0.0460658	2.52594	0.00576948	0.0216693	9167.63	4432.81	4042.39
MADLP	OL	GL	0.0407051	1.76608	0.0386915	0.0177017	10087.2	4077.05	3758.12
TACHP	GL	MADLP	0.0261809	1.20627	0.113856	0.0193827	8688.08	4424.63	4198.86
TACLP	GL	MADLP	0.0177264	0.869863	0.192188	0.0131844	8621.32	4383.06	4230.38
OL	OH	GL	0.00831847	1.06642	0.143117	0.00403912	8882.69	4332.54	4261.05
TACHP	GL	OH	0.0357464	1.54057	0.0617102	0.0609433	8435.35	4562.32	4247.4
TACLP	GL	OH	0.0296908	1.26763	0.102465	0.0512628	8398.14	4550.3	4287.89
TACHP	GL	OL	0.0414355	1.40015	0.080734	0.0482414	8523.4	4578.88	4214.52
TACLP	GL	OL	0.0313347	1.05486	0.145746	0.0370801	8470.83	4551.5	4274.93
TACLP	TACHP	GL	0.00521242	0.195567	0.422475	0.00182725	11562.5	2428.98	2403.79
MADHP	MADLP	OH	0.0139639	1.44915	0.0736478	0.484314	8991.96	4020.64	3909.9
MADHP	MADLP	OL	0.0150294	0.940035	0.1736	0.0951836	8000.65	4233.14	4107.78
MADLP	MADHP	TACHP	0.0150902	1.81193	0.0349986	0.0066578	13166.5	2931.32	2844.17
MADLP	MADHP	TACLP	0.00844946	0.860866	0.194656	0.00243993	13122.2	2921.94	2872.98
OH	OL	MADHP	0.100817	9.68043	0	0.167665	5229.23	6492.34	5303.15
MADHP	OH	TACHP	0.025283	1.68074	0.0464067	0.0164541	9280.5	4341.5	4127.38
MADHP	OH	TACLP	0.027294	1.94588	0.0258344	0.0115739	9247.33	4360.84	4129.11
MADHP	OL	TACHP	0.0119958	0.926203	0.17717	0.00716562	10180	3930.87	3837.68
MADHP	OL	TACLP	0.0187751	1.36214	0.0865769	0.00729714	10124.6	3963.27	3817.19
TACHP	TACLP	MADHP	0.00881726	0.508983	0.305382	0.00284939	15497	1996.34	1961.44
OH	OL	MADLP	0.101452	8.99215	1.0842e-19	0.191534	5146.33	6534.8	5331
MADLP	OH	TACHP	0.0358937	2.35565	0.00924529	0.0230536	9397.09	4347.35	4046.08
MADLP	OH	TACLP	0.0333594	2.20853	0.0136035	0.0139873	9344.62	4347.38	4066.7
MADLP	OL	TACHP	0.023418	1.80254	0.0357301	0.0137771	10315.2	3940.7	3760.35
MADLP	OL	TACLP	0.0252931	1.67808	0.0466658	0.00971882	10239.9	3953.17	3758.13
TACHP	TACLP	MADLP	0.0186091	1.14361	0.126392	0.00627558	15549.9	2000.26	1927.17
OL	OH	TACHP	0.0141281	1.69648	0.0448973	0.00937119	9205.22	4340.15	4219.22
OL	OH	TACLP	0.00997716	1.12117	0.131109	0.00430952	9147.49	4334.93	4249.28
TACHP	TACLP	OH	0.013161	0.892305	0.186115	0.0101605	15289.9	2020.89	1968.39
TACHP	TACLP	OL	0.022137	1.23494	0.108427	0.0116228	15381.3	2026.65	1938.87
