P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
TACHP	APLP	OH	0.0356758	2.75977	0.00289207	0.0475381	12626.4	6272.65	5840.5
TACLP	APLP	OH	0.0359641	2.46429	0.00686421	0.0481912	12547	6317.04	5878.44
TACHP	APLP	OL	0.0508324	4.10735	2.00116e-05	0.0502294	13002.2	6263.05	5657.12
TACLP	APLP	OL	0.0491515	3.59254	0.000163733	0.0490398	12923.7	6308.31	5717.23
TACLP	TACHP	APLP	0.0310097	1.35994	0.086924	0.0122173	17256.1	2058.29	1934.47
GL	GH	MADHP	0.00230731	0.105684	0.457917	0.00060609	20654.6	2782.09	2769.28
GL	GH	MADLP	0.00534194	0.250375	0.401149	0.00149375	20686.2	2800.03	2770.28
GL	GH	OH	0.0115525	0.618518	0.268117	0.00790793	20022.5	2891.47	2825.42
GL	GH	OL	0.0140127	0.711803	0.238293	0.00703754	20501	2868.81	2789.52
GH	GL	TACHP	0.0290146	1.21277	0.112608	0.0138492	13876.2	3514.85	3316.64
GH	GL	TACLP	0.0279395	1.14826	0.125431	0.0096062	13903.3	3507.18	3316.53
MADLP	MADHP	GH	0.00224264	0.214718	0.414994	0.000819992	21103.4	3043.14	3029.53
MADHP	OH	GH	0.0655715	4.7966	8.06895e-07	0.0446995	13976.2	6024.77	5283.28
MADHP	OL	GH	0.0249045	2.43218	0.00750403	0.0144879	16157.9	4945.45	4705.1
TACHP	GH	MADHP	0.0838178	5.02615	2.50218e-07	0.0439663	13592.3	6279.31	5308.08
TACLP	GH	MADHP	0.0830607	4.61498	1.96565e-06	0.043611	13564.2	6278.49	5315.48
MADLP	OH	GH	0.0661654	4.50883	3.25933e-06	0.045467	13866.4	6083.74	5328.64
MADLP	OL	GH	0.0258506	2.88307	0.00196909	0.0152911	15924.9	5039.08	4785.12
TACHP	GH	MADLP	0.0872075	5.60637	1.03307e-08	0.0483234	13618.9	6292.31	5282.87
TACLP	GH	MADLP	0.0865496	4.86499	5.72302e-07	0.047974	13585.8	6286.49	5284.99
OL	OH	GH	0.0433074	3.64078	0.000135909	0.0306519	13821.3	6036.46	5535.31
TACHP	GH	OH	0.0692975	4.84384	6.36772e-07	0.0907319	12935	6363.49	5538.7
TACLP	GH	OH	0.0698063	4.23623	1.13652e-05	0.0913341	12913.8	6369.56	5538.32
TACHP	GH	OL	0.075266	5.11934	1.53303e-07	0.0731822	13378.7	6306.04	5423.23
TACLP	GH	OL	0.0739789	4.32328	7.68619e-06	0.0720123	13345.6	6300.23	5432.28
TACLP	TACHP	GH	0.00669563	0.254564	0.39953	0.00292508	16636.5	2049.03	2021.78
MADLP	MADHP	GL	0.00504049	0.500268	0.308443	0.00117905	21120.4	3047.37	3016.8
MADHP	OH	GL	0.0608245	4.22236	1.2088e-05	0.0265788	14019.3	6001.79	5313.54
MADHP	OL	GL	0.0180262	1.58625	0.0563418	0.00671443	16201.1	4909.42	4735.55
TACHP	GL	MADHP	0.0840141	3.6516	0.000130305	0.0433864	13707.1	6183.13	5224.71
TACLP	GL	MADHP	0.0834103	3.45002	0.000280268	0.0430309	13660.2	6171	5220.81
MADLP	OH	GL	0.0629963	3.99768	3.19832e-05	0.0277283	13913.3	6064.63	5345.81
MADLP	OL	GL	0.0208519	2.08542	0.0185157	0.0078855	15969.2	5004.14	4799.71
TACHP	GL	MADLP	0.0860283	3.91545	4.5117e-05	0.0468996	13738.4	6183.82	5204.13
TACLP	GL	MADLP	0.085517	3.62898	0.000142271	0.0465468	13687.2	6167.49	5195.74
OL	OH	GL	0.0445541	3.49951	0.000233056	0.0200004	13880.7	6029.8	5515.41
TACHP	GL	OH	0.0648098	3.2936	0.000494561	0.0834666	13068.8	6233.02	5474.27
TACLP	GL	OH	0.0654137	3.05289	0.00113326	0.0840766	13032.5	6231.53	5466.33
TACHP	GL	OL	0.069628	3.5571	0.000187487	0.0666094	13522	6171.91	5368.38
TACLP	GL	OL	0.0684829	3.21357	0.00065549	0.0654339	13467.8	6152.48	5363.81
TACLP	TACHP	GL	0.0085019	0.276346	0.391141	0.00189195	16454.4	2065.09	2030.27
MADLP	MADHP	OH	0.0204062	1.7088	0.0437444	0.343866	13588.2	4220.87	4052.06
MADLP	MADHP	OL	0.037405	3.64244	0.000135033	1.14911	11137.4	4529.95	4203.28
MADLP	MADHP	TACHP	0.00880863	0.754101	0.225394	0.00228758	21999.5	2968.02	2916.19
MADLP	MADHP	TACLP	0.00880652	0.669871	0.25147	0.00185166	22008.6	2985.37	2933.24
OL	MADHP	OH	0.0127584	1.08939	0.137992	0.337864	9372.11	6612.28	6445.68
MADHP	OH	TACHP	0.0804203	4.11205	1.96078e-05	0.0392976	14740.7	5964.48	5076.56
MADHP	OH	TACLP	0.0788465	3.84917	5.92589e-05	0.0310817	14756.9	5974.24	5101
MADHP	OL	TACHP	0.035001	2.70686	0.00339615	0.0145427	16956	4860.75	4531.99
MADHP	OL	TACLP	0.035592	2.67676	0.00371684	0.0119377	16959.6	4879.24	4543.86
TACHP	TACLP	MADHP	0.00252013	0.118252	0.452934	0.000372401	24499.8	1636.26	1628.04
MADLP	OL	OH	0.000167589	0.0145924	0.494179	0.00452528	9226.94	6627.17	6624.95
MADLP	OH	TACHP	0.0844249	4.71214	1.22566e-06	0.0414973	14642.9	6035.5	5095.75
MADLP	OH	TACLP	0.082911	4.38058	5.91808e-06	0.0328739	14657	6043.16	5117.79
MADLP	OL	TACHP	0.0399146	3.525	0.00021174	0.0168061	16726.4	4957.82	4577.24
MADLP	OL	TACLP	0.0405268	3.53597	0.000203137	0.0137666	16728.4	4974.65	4587.14
TACHP	TACLP	MADLP	0.00243767	0.105561	0.457965	0.000379911	24547.3	1631.73	1623.79
OL	OH	TACHP	0.0494817	3.30056	0.000482458	0.0251159	14539.5	5929.83	5370.66
OL	OH	TACLP	0.0475302	2.8695	0.00205558	0.0193746	14543.1	5926.98	5389.12
TACLP	TACHP	OH	0.00193621	0.111167	0.455742	0.000709126	23653.6	1669.85	1663.39
TACHP	TACLP	OL	0.00448764	0.232785	0.407964	0.00123164	24190.9	1662.82	1647.97
