P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
TACHP	APHP	MADLP	0.0923406	4.7634	9.51803e-07	0.0634964	7664.01	4784.9	3975.92
TACLP	APHP	MADLP	0.116914	3.69776	0.000108755	0.0802129	7636.78	4971.06	3930.36
OL	OH	APHP	0.026246	1.59187	0.0557071	0.03321	8168.64	4178.62	3964.89
TACHP	APHP	OH	0.0757884	4.31901	7.83665e-06	0.132249	7574.18	4749.55	4080.34
TACLP	APHP	OH	0.101966	3.4126	0.000321727	0.172486	7556.06	4944.82	4029.72
TACHP	APHP	OL	0.0817057	5.72162	5.2758e-09	0.0972302	7770.33	4731.96	4017.11
TACLP	APHP	OL	0.102226	4.43969	4.50448e-06	0.120313	7716.68	4891.7	3984.34
TACLP	TACHP	APHP	0.0706975	2.32909	0.00992727	0.0596037	12720.4	1615.85	1402.46
GL	GH	APLP	0.04339	1.36374	0.0863253	0.0387981	9122.6	2727.31	2500.48
GH	APLP	MADHP	0.00649289	0.341981	0.366183	0.00398446	8583.41	3984.91	3933.5
APLP	GH	MADLP	0.000441176	0.0233184	0.490698	0.00029045	8556.94	3974.41	3970.91
APLP	GH	OH	0.00129895	0.0837728	0.466619	0.00228063	8502.95	3985.84	3975.5
APLP	GH	OL	0.0115851	0.758115	0.224191	0.0134678	8675.29	4000.07	3908.45
APLP	GH	TACHP	0.0503599	2.32297	0.0100904	0.0470685	5741.63	5114.09	4623.7
APLP	GH	TACLP	0.0522615	2.46555	0.00684023	0.0342928	5871.87	5114.75	4606.69
GL	APLP	MADHP	0.0526151	1.38322	0.0832991	0.0319631	8616.71	4245.04	3820.66
GL	APLP	MADLP	0.0458525	1.17771	0.119456	0.029872	8594.97	4235.77	3864.36
GL	APLP	OH	0.0435126	1.24542	0.106489	0.0724886	8552.79	4252.18	3897.57
GL	APLP	OL	0.0189074	0.635691	0.262489	0.0220312	8665.87	4125.87	3972.74
APLP	GL	TACHP	0.0740191	2.26066	0.0118903	0.0709328	5515.48	5363.69	4624.38
APLP	GL	TACLP	0.103457	2.68159	0.00366363	0.0699943	5531.49	5530.11	4493.14
MADHP	MADLP	APLP	0.00264664	0.220215	0.412852	0.00121854	12538.3	2361.97	2349.5
MADHP	OH	APLP	0.00906414	1.05352	0.146052	0.00694636	8415.38	3955.07	3884.02
OL	MADHP	APLP	0.0238901	1.25198	0.105289	0.016182	9643.19	3607.33	3438.99
TACHP	APLP	MADHP	0.0719018	3.52283	0.000213484	0.0454365	8042.11	4561.54	3949.57
TACLP	APLP	MADHP	0.096919	2.90194	0.00185432	0.0609712	8057.46	4724.14	3889.33
MADLP	OH	APLP	0.00743733	0.710215	0.238785	0.00573107	8342.77	3967.87	3909.29
OL	MADLP	APLP	0.0256439	1.52089	0.0641442	0.0173791	9592.49	3615.74	3434.93
TACHP	APLP	MADLP	0.0785556	3.42569	0.000306621	0.0525002	8059.56	4591.46	3922.63
TACLP	APLP	MADLP	0.104387	3.15249	0.000809435	0.069421	8084.61	4763.76	3863.22
OL	OH	APLP	0.0296118	1.88938	0.0294207	0.0230132	8287.92	4161.87	3922.48
TACHP	APLP	OH	0.062373	3.3052	0.000474541	0.105365	7950.09	4540.58	4007.42
TACLP	APLP	OH	0.0899592	2.99267	0.00138274	0.146845	7981.87	4719.61	3940.55
TACHP	APLP	OL	0.0653107	4.06316	2.42065e-05	0.0752371	8160.26	4511.36	3958.2
TACLP	APLP	OL	0.0870083	3.76809	8.22519e-05	0.0988729	8159.51	4657.86	3912.19
TACLP	TACHP	APLP	0.0483394	1.76759	0.038565	0.0213554	12252.4	1596.74	1449.48
GL	GH	MADHP	0.0872436	2.64424	0.00409372	0.0280908	13369.2	2323.97	1951.01
GL	GH	MADLP	0.0874297	2.54247	0.00550366	0.0301478	13309.4	2331.56	1956.64
GL	GH	OH	0.0850173	2.5427	0.00549999	0.0746025	13241.2	2328.86	1963.9
GL	GH	OL	0.0571286	1.95106	0.0255248	0.0352134	13334.9	2264.42	2019.68
GH	GL	TACHP	0.0483808	1.36342	0.0863757	0.025106	9470.81	2696.9	2447.99
GH	GL	TACLP	0.101488	2.42513	0.00765141	0.0369652	9493.76	2870.26	2341.35
MADHP	MADLP	GH	0.014389	1.50782	0.0658	0.00636335	12548.1	2375.35	2307.96
MADHP	OH	GH	0.0169272	1.46785	0.0710722	0.0125421	8439.33	3989.37	3856.56
OL	MADHP	GH	0.0035938	0.257833	0.398268	0.00238577	9620.33	3533.05	3507.75
TACHP	GH	MADHP	0.0685255	3.53673	0.000202557	0.0416172	8392.74	4370.36	3809.81
TACLP	GH	MADHP	0.0951496	3.21147	0.000660291	0.0572177	8401.14	4508.35	3724.95
MADLP	OH	GH	0.00829509	0.725244	0.234151	0.00621836	8340.64	3976.08	3910.66
OL	MADLP	GH	0.013147	1.09636	0.136462	0.00873879	9544.77	3571.53	3478.84
TACHP	GH	MADLP	0.0817951	3.79667	7.33272e-05	0.0527851	8401.03	4446.04	3773.71
TACLP	GH	MADLP	0.109305	3.68117	0.000116084	0.0696948	8412.89	4587.49	3683.44
OL	OH	GH	0.019515	1.44537	0.0741764	0.0149066	8245.83	4130.12	3972
TACHP	GH	OH	0.0658188	3.74829	8.90238e-05	0.107409	8290.12	4400.56	3857.05
TACLP	GH	OH	0.0950707	3.70675	0.000104969	0.148794	8306.33	4546.36	3756.96
TACHP	GH	OL	0.0787305	4.11695	1.91959e-05	0.0876989	8464.88	4417.2	3772.43
TACLP	GH	OL	0.101622	4.35443	6.67068e-06	0.111022	8456.36	4538.27	3700.98
TACLP	TACHP	GH	0.0423923	2.02638	0.0213631	0.0193594	11758.6	1593.26	1463.67
MADHP	MADLP	GL	0.0140472	1.96829	0.0245172	0.00362131	12909.6	2361.88	2296.45
MADHP	OH	GL	0.0180399	1.49855	0.0669947	0.00779288	8788.23	3973.31	3832.49
MADHP	OL	GL	0.0147402	1.13682	0.127808	0.0056955	9899.8	3542.47	3439.56
TACHP	GL	MADHP	0.0234739	0.652422	0.257065	0.013927	8733.68	4089.43	3901.84
TACLP	GL	MADHP	0.0525049	2.02599	0.021383	0.0299773	8908.39	4113.72	3703.29
MADLP	OH	GL	0.0095917	0.775534	0.219012	0.0041865	8696.61	3967.09	3891.72
MADLP	OL	GL	0.00534224	0.410858	0.340588	0.00208162	9837.33	3526.65	3489.17
TACHP	GL	MADLP	0.0369104	1.0259	0.15247	0.0233468	8756.45	4177.63	3880.21
TACLP	GL	MADLP	0.0671636	2.67901	0.00369197	0.0407997	8932.95	4203.73	3674.59
OL	OH	GL	0.00470563	0.36587	0.357231	0.00210933	8526.62	4045.95	4008.05
TACHP	GL	OH	0.0221129	0.687649	0.245837	0.035285	8629.89	4126.45	3947.91
TACLP	GL	OH	0.0537126	2.8891	0.00193176	0.080003	8817.13	4163.28	3738.84
TACHP	GL	OL	0.0497771	1.73525	0.0413484	0.05441	8759.56	4218.22	3818.19
TACLP	GL	OL	0.075236	3.41589	0.000317875	0.0785691	8925.91	4234.16	3641.61
TACHP	TACLP	GL	0.0480065	1.10832	0.133862	0.011203	11407.8	1641.77	1491.36
MADLP	MADHP	OH	0.0138697	1.16869	0.121264	0.516565	8778.95	3121.56	3036.16
MADLP	MADHP	OL	0.00712368	0.514881	0.303318	0.0719918	7450.75	3297.86	3251.21
MADLP	MADHP	TACHP	0.00978566	0.750326	0.226529	0.00305122	13091.3	2290.63	2246.24
MADLP	MADHP	TACLP	0.0117895	0.894793	0.185449	0.00279813	13309.3	2285.77	2232.5
OL	MADHP	OH	0.0364797	1.4084	0.0795061	0.827624	6252.98	4748.47	4414.22
MADHP	OH	TACHP	0.0196231	2.02966	0.0211954	0.0103287	8886.71	3893.24	3743.39
MADHP	OH	TACLP	0.016673	1.56255	0.0590797	0.00668019	9105.44	3866.07	3739.27
OL	MADHP	TACHP	0.0161459	1.34338	0.0895743	0.00748678	10094.4	3446.53	3337.01
OL	MADHP	TACLP	0.0117627	0.862979	0.194075	0.00415405	10276.6	3405.88	3326.69
TACLP	TACHP	MADHP	0.0881946	2.00344	0.022565	0.0162765	16123	1374.8	1151.95
OL	MADLP	OH	0.0271717	0.986814	0.161867	0.616156	6246.84	4703.58	4454.73
MADLP	OH	TACHP	0.0253794	2.1261	0.0167473	0.0133501	8832.12	3924.06	3729.81
MADLP	OH	TACLP	0.0236605	1.79995	0.0359346	0.00946011	9049.31	3895.35	3715.28
OL	MADLP	TACHP	0.00957161	0.675073	0.249815	0.00445432	10080.4	3434.82	3369.69
OL	MADLP	TACLP	0.00383863	0.242495	0.404198	0.00136008	10267.2	3389.89	3363.97
TACLP	TACHP	MADLP	0.090961	1.99613	0.0229601	0.0178607	16182.2	1389.57	1157.86
OL	OH	TACHP	0.0329343	2.91513	0.00177771	0.0177355	8726.75	4067.54	3808.16
OL	OH	TACLP	0.0263629	2.49647	0.00627182	0.010806	8915.07	4009.96	3803.96
TACLP	TACHP	OH	0.0951387	2.23994	0.0125474	0.0463487	16013.6	1415.25	1169.35
TACLP	TACHP	OL	0.0759498	1.98561	0.0235385	0.0255266	16221.4	1363.62	1171.11
