P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
TACLP	APHP	OH	0.0624559	1.95878	0.0250694	0.0758953	10568.5	6232.9	5500.1
TACHP	APHP	OL	0.0947407	2.58334	0.00489248	0.0970626	10748	6329.53	5233.99
TACLP	APHP	OL	0.0734114	2.12142	0.0169433	0.0774393	10594.3	6255.4	5399.78
TACLP	TACHP	APHP	0.0220056	1.33923	0.090248	0.032505	16331.1	1847.8	1768.23
GH	GL	APLP	0.0339597	1.38586	0.0828949	0.0228388	12529.4	3358.4	3137.8
APLP	GH	MADHP	0.0221508	0.734269	0.231393	0.011988	11871.1	5424.98	5189.85
APLP	GH	MADLP	0.031543	1.01235	0.155685	0.0184881	11873	5493.14	5157.2
APLP	GH	OH	0.0377915	1.26949	0.102133	0.0432729	11693.1	5608.5	5200.03
APLP	GH	OL	0.0385804	1.32277	0.0929557	0.0386025	11682.1	5572.64	5158.62
GH	TACHP	APLP	0.0343203	1.06057	0.144443	0.044467	6876.83	6473.6	6044
GH	TACLP	APLP	0.00734967	0.283483	0.388403	0.00961162	6915.53	6364.38	6271.51
APLP	GL	MADHP	0.0615343	1.91563	0.0277059	0.0330762	11848.9	5595.74	4947
APLP	GL	MADLP	0.0748229	2.06392	0.0195125	0.0437999	11856.1	5715.44	4919.69
APLP	GL	OH	0.0820893	2.16904	0.0150397	0.0940135	11675.2	5849	4961.57
APLP	GL	OL	0.0750863	1.99938	0.0227838	0.0752627	11715.6	5778.75	4971.55
GL	TACHP	APLP	0.0166816	0.603908	0.272952	0.0221546	6945.63	6368.83	6159.83
TACLP	GL	APLP	0.0101942	0.331303	0.370208	0.0133395	7121.28	6329.16	6201.42
MADLP	MADHP	APLP	0.00614102	0.632724	0.263457	0.00210482	18473.3	2827.94	2793.42
MADHP	OH	APLP	0.0204991	1.8665	0.0309859	0.0115014	13568.9	4685.16	4496.93
MADHP	OL	APLP	0.0182665	1.72182	0.0425512	0.00964446	14298	4397.95	4240.16
TACHP	APLP	MADHP	0.0676449	1.69029	0.0454863	0.0335442	12484.1	5373.25	4692.36
TACLP	APLP	MADHP	0.0424674	0.911964	0.180894	0.0218789	12160.5	5386.34	4947.48
MADLP	OH	APLP	0.0242091	2.01183	0.022119	0.0135842	13602.7	4711.82	4489.08
MADLP	OL	APLP	0.022497	2.11615	0.0171659	0.0117284	14519.3	4370.26	4177.95
TACHP	APLP	MADLP	0.0690937	1.75077	0.0399925	0.0368035	12514.7	5369.26	4675.25
TACLP	APLP	MADLP	0.0419818	0.897622	0.184694	0.0232807	12182.4	5373.72	4940.7
OL	OH	APLP	0.00315885	0.338789	0.367384	0.00187868	13075.5	4832.9	4802.46
TACHP	APLP	OH	0.0428899	1.19485	0.116073	0.0444359	12256.6	5333.95	4895.22
TACLP	APLP	OH	0.0212604	0.504584	0.306925	0.0231321	11950.8	5364.91	5141.54
TACHP	APLP	OL	0.0551441	1.52726	0.0633482	0.0495189	12300.3	5347.23	4788.32
TACLP	APLP	OL	0.0307127	0.720459	0.235621	0.0288716	11969.2	5352.82	5033.81
TACLP	TACHP	APLP	0.0867157	2.34045	0.00963025	0.0351711	14595.3	2109.99	1773.25
GH	GL	MADHP	0.0765105	2.22332	0.013097	0.0213381	18333.9	2909.79	2496.17
GH	GL	MADLP	0.0847954	2.30803	0.0104988	0.0257834	18252.9	2941.18	2481.38
GH	GL	OH	0.0868577	2.35086	0.0093651	0.0530622	17993.9	2996.64	2517.68
GH	GL	OL	0.072224	2.18969	0.0142733	0.0381317	18026.5	2918.56	2525.38
GH	GL	TACHP	0.0266015	0.926464	0.177102	0.0145014	11734.7	3349.46	3175.88
GH	GL	TACLP	0.0566906	1.71465	0.0432048	0.0215145	11815.2	3436.26	3067.56
MADHP	MADLP	GH	0.0116678	0.812277	0.208316	0.00448575	18218	2874.1	2807.8
MADHP	OH	GH	0.0385459	3.80651	7.04697e-05	0.0244666	13346.2	4870.88	4509.32
MADHP	OL	GH	0.0384868	2.69355	0.00353475	0.0227809	14028.3	4542.27	4205.6
TACHP	GH	MADHP	0.0922192	2.73073	0.00315975	0.0451279	12703.5	5424.51	4508.5
TACLP	GH	MADHP	0.0663478	1.82098	0.0343051	0.0336011	12506.3	5416.12	4742.14
MADLP	OH	GH	0.031454	3.10404	0.000954478	0.0200676	13323.8	4841.37	4546.09
MADLP	OL	GH	0.0313581	3.26157	0.00055398	0.018376	14181.4	4446.4	4176.02
TACHP	GH	MADLP	0.103497	2.86962	0.00205483	0.0546111	12703.4	5490.77	4460.82
TACLP	GH	MADLP	0.0754666	1.91282	0.0278854	0.041351	12503.1	5479.19	4710.23
OL	OH	GH	0.00254166	0.261112	0.397003	0.00172425	12743.2	4909.05	4884.16
TACHP	GH	OH	0.0834605	2.56319	0.00518579	0.0858072	12416.4	5499.05	4651.85
TACLP	GH	OH	0.0609472	1.76581	0.0387137	0.0654328	12228	5499.44	4867.6
TACHP	GH	OL	0.0967844	2.90378	0.00184345	0.0862001	12455	5512.75	4539.82
TACLP	GH	OL	0.0712332	1.96509	0.0247021	0.0663427	12265.2	5511.71	4778.69
TACLP	TACHP	GH	0.0494814	2.28986	0.0110148	0.0245651	14084.3	2002.23	1813.43
MADHP	MADLP	GL	0.0193785	1.05636	0.145401	0.00484653	17842.9	2958.72	2846.22
MADHP	OH	GL	0.0448738	3.01053	0.00130396	0.0183932	12966.6	4970.32	4543.41
MADHP	OL	GL	0.0355319	2.0274	0.021311	0.0136252	13701.1	4608.33	4292.08
TACHP	GL	MADHP	0.132487	3.72683	9.69529e-05	0.0655047	12721.7	5682.77	4353.15
TACLP	GL	MADHP	0.107336	2.33457	0.00978283	0.0542217	12655.3	5610.09	4522.5
MADLP	OH	GL	0.0330331	2.94374	0.00162135	0.0136121	12919.9	4916.46	4602.04
MADLP	OL	GL	0.023226	2.30588	0.0105586	0.00882108	13830.1	4488.28	4284.52
TACHP	GL	MADLP	0.147553	3.79836	7.28288e-05	0.0790043	12719.6	5793.11	4303.35
TACLP	GL	MADLP	0.120537	2.46949	0.00676525	0.0660636	12644.2	5711.46	4482.69
OL	OH	GL	0.0111217	1.20663	0.113788	0.00483363	12385.8	5030.67	4920
TACHP	GL	OH	0.128778	3.42422	0.000308279	0.134332	12424.1	5812.11	4485.95
TACLP	GL	OH	0.107021	2.28582	0.0111323	0.115045	12363.4	5745.06	4634.26
TACHP	GL	OL	0.133698	3.55586	0.000188369	0.121035	12514.7	5792.03	4425.92
TACLP	GL	OL	0.109164	2.43696	0.00740568	0.101928	12450.4	5721.41	4595.21
TACHP	TACLP	GL	0.00161832	0.0636915	0.474608	0.000390581	13857.1	1954.97	1948.65
MADHP	MADLP	OH	0.000873979	0.0576764	0.477003	0.0129152	10660.4	4094.11	4086.96
MADHP	MADLP	OL	0.0298565	1.99993	0.0227541	0.302537	9632.88	4294.31	4045.31
MADLP	MADHP	TACHP	0.00867978	0.960312	0.168449	0.00235645	19094.8	2768.5	2720.86
MADLP	MADHP	TACLP	0.00518059	0.525217	0.299716	0.00115082	18867.4	2783.14	2754.45
OL	MADHP	OH	0.0524835	2.23934	0.0125669	0.537267	7414.7	6428.88	5787.71
MADHP	OH	TACHP	0.0472265	4.95911	3.54077e-07	0.0213509	14094.3	4771.79	4341.4
MADHP	OH	TACLP	0.0440651	3.85267	5.84195e-05	0.0162118	13889.7	4782.62	4378.92
MADHP	OL	TACHP	0.0328027	3.0583	0.00111299	0.0138749	14863.1	4404.17	4124.41
MADHP	OL	TACLP	0.0324089	2.7799	0.00271882	0.0111492	14641.2	4422.17	4144.53
TACHP	TACLP	MADHP	0.0785404	2.3933	0.0083488	0.0119241	21696.9	1661.86	1419.82
OL	MADLP	OH	0.0540466	2.48656	0.00644924	0.543258	7549.6	6321.93	5673.62
MADLP	OH	TACHP	0.0524515	5.71176	5.59067e-09	0.0236486	14125.5	4795.9	4317.87
MADLP	OH	TACLP	0.0472293	5.13578	1.4049e-07	0.017344	13908.1	4793.78	4361.39
MADLP	OL	TACHP	0.0388895	4.11021	1.97653e-05	0.0161997	15081.1	4373.15	4045.74
MADLP	OL	TACLP	0.0361535	3.38144	0.000360533	0.0122875	14857.6	4389.62	4083.3
TACHP	TACLP	MADLP	0.084918	2.50523	0.00611861	0.0138405	21730.9	1667.25	1406.25
OL	OH	TACHP	0.0157266	1.55456	0.0600253	0.00757462	13545.4	4864.13	4713.51
OL	OH	TACLP	0.0131212	1.4186	0.0780084	0.00511992	13332.9	4866.95	4740.88
TACHP	TACLP	OH	0.0688522	2.04278	0.0205373	0.0218143	21302.9	1671.58	1456.23
TACHP	TACLP	OL	0.0783052	2.70526	0.00341255	0.021256	21409.3	1651.87	1411.96
