P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APLP	GH	MADHP	0.0171918	0.616435	0.268804	0.0112938	7466.34	4647.38	4490.29
APLP	GH	MADLP	0.0104816	0.380028	0.351962	0.00718291	7438.64	4629.84	4533.79
APLP	GH	OH	0.0167664	0.626341	0.265546	0.0244228	7384.81	4714.93	4559.43
APLP	GH	OL	0.0163804	0.624774	0.26606	0.0207246	7379.67	4697.52	4546.1
APLP	GH	TACHP	0.127657	5.36684	4.00647e-08	0.126033	4764.9	5989.39	4633.33
APLP	GH	TACLP	0.13747	5.21956	8.96727e-08	0.0983717	4798.75	6062.03	4596.77
APLP	GL	MADHP	0.00761102	0.297614	0.382999	0.00489609	7566.93	4508.02	4439.91
GL	APLP	MADLP	0.00150626	0.0585782	0.476644	0.00101018	7549.17	4493.35	4479.84
GL	APLP	OH	0.000715144	0.0302739	0.487924	0.00101582	7511.05	4534.71	4528.23
APLP	GL	OL	0.00100008	0.044112	0.482408	0.00123567	7493.56	4518.06	4509.03
APLP	GL	TACHP	0.156381	5.24968	7.61838e-08	0.152373	4703.72	6060.29	4421.19
APLP	GL	TACLP	0.155722	4.89572	4.89723e-07	0.109849	4788.19	6071.37	4435.25
MADHP	MADLP	APLP	0.0164815	1.57936	0.0571273	0.00589289	13952.7	2195.54	2124.35
MADHP	OH	APLP	0.0198886	2.16484	0.0152001	0.0124723	9425.41	3863.34	3712.67
MADHP	OL	APLP	0.020758	2.12778	0.0166776	0.0117918	10347.4	3503.27	3360.79
TACHP	APLP	MADHP	0.0661881	2.81891	0.00240937	0.0413231	7671.75	4827.27	4227.92
TACLP	APLP	MADHP	0.0514155	1.48588	0.0686548	0.0327892	7592.74	4818.67	4347.39
MADLP	OH	APLP	0.0105017	1.25326	0.105055	0.0066172	9438.73	3823.8	3744.32
MADLP	OL	APLP	0.010294	1.03699	0.149869	0.00593502	10255.8	3498.13	3426.84
TACHP	APLP	MADLP	0.0807102	3.31571	0.000457055	0.0518904	7675.02	4901.74	4169.59
TACLP	APLP	MADLP	0.0667156	1.87276	0.030551	0.0438101	7603.33	4900.45	4287.47
OL	OH	APLP	0.00106852	0.206946	0.418026	0.000686123	9361.21	3837.52	3829.33
TACHP	APLP	OH	0.0652546	2.45025	0.00713786	0.085795	7572.57	4878.76	4281.04
TACLP	APLP	OH	0.052101	1.3972	0.0811762	0.0706254	7512.79	4889.39	4405.14
TACHP	APLP	OL	0.073946	3.05413	0.00112858	0.0845312	7595.03	4893.03	4219.21
TACLP	APLP	OL	0.0597431	1.68617	0.0458814	0.0704335	7532.07	4900.48	4347.95
TACLP	TACHP	APLP	0.0271285	1.01976	0.15392	0.00755833	12275.9	1332.91	1262.5
GL	GH	MADHP	0.0253422	0.927071	0.176945	0.00642876	13727.8	1800.27	1711.28
GL	GH	MADLP	0.0313081	1.17861	0.119276	0.00818849	13722	1804.58	1695.02
GL	GH	OH	0.0460041	1.926	0.0270523	0.025387	13619.9	1841.47	1679.49
GL	GH	OL	0.0403899	1.53952	0.0618381	0.0195255	13624.6	1833.84	1691.45
GH	GL	TACHP	0.0711497	2.32966	0.00991208	0.0301255	9731.63	2130.56	1847.52
GH	GL	TACLP	0.0425341	0.962799	0.167824	0.0127219	9768.32	2093.85	1923
MADHP	MADLP	GH	0.00235641	0.206258	0.418295	0.000921417	13820.8	2159.76	2149.61
MADHP	OH	GH	0.0196674	3.36516	0.000382502	0.0135271	9271.15	3864.57	3715.49
MADHP	OL	GH	0.0198941	2.4183	0.0077965	0.0124132	10199.4	3506.72	3369.92
TACHP	GH	MADHP	0.0929922	6.62241	1.767e-11	0.0521542	8488.9	4445.44	3689
TACLP	GH	MADHP	0.0771179	3.78053	7.82482e-05	0.0437189	8470.52	4388.28	3759.91
MADLP	OH	GH	0.0183744	2.45245	0.00709426	0.0126224	9309.31	3849.88	3710.95
MADLP	OL	GH	0.0183164	1.9217	0.027322	0.0115065	10126.9	3520.6	3393.95
TACHP	GH	MADLP	0.101939	7.75791	4.31708e-15	0.0587063	8509.62	4476.32	3648.12
TACLP	GH	MADLP	0.0872182	4.12784	1.83096e-05	0.0506655	8491.28	4419.19	3710.16
OL	OH	GH	0.00160339	0.264865	0.395557	0.00112853	9202.36	3834.16	3821.89
TACHP	GH	OH	0.0915881	6.83439	4.11778e-12	0.108115	8382.96	4488.59	3735.37
TACLP	GH	OH	0.0776929	3.26404	0.000549179	0.0933037	8370.21	4437.05	3797.3
TACHP	GH	OL	0.100646	7.77724	3.70618e-15	0.103526	8418.92	4512.27	3687.04
TACLP	GH	OL	0.0857929	3.9084	4.64555e-05	0.0897234	8399.98	4454.54	3750.6
TACHP	TACLP	GH	0.0135607	0.385349	0.349989	0.0055602	10997.8	1449.59	1410.8
MADLP	MADHP	GL	0.00241998	0.219992	0.412939	0.000618569	13918.4	2158.22	2147.8
MADHP	OH	GL	0.0100863	1.00879	0.156537	0.00451964	9378.64	3810.09	3734
MADHP	OL	GL	0.01219	1.07946	0.140191	0.00495453	10298	3462.91	3379.5
TACHP	GL	MADHP	0.0847854	5.35301	4.32524e-08	0.0460186	8685.32	4269.83	3602.38
TACLP	GL	MADHP	0.067314	2.67987	0.00368252	0.0375274	8618.23	4276.14	3736.76
MADLP	OH	GL	0.0114961	1.11603	0.132204	0.00513533	9427.35	3805.94	3719.43
MADLP	OL	GL	0.0136241	1.15795	0.123442	0.00556946	10239.1	3490.43	3396.6
TACHP	GL	MADLP	0.0915661	5.60376	1.04875e-08	0.0509433	8709.34	4283.43	3564.8
TACLP	GL	MADLP	0.075122	2.89015	0.00192531	0.0428451	8642.16	4289.65	3690.19
OH	OL	GL	0.000959636	0.13326	0.446994	0.000436546	9338.84	3815.98	3808.67
TACHP	GL	OH	0.0744525	4.827	6.93012e-07	0.0848698	8605.58	4266.19	3674.95
TACLP	GL	OH	0.0590724	2.18789	0.0143389	0.0696802	8548.84	4282.85	3805.07
TACHP	GL	OL	0.08631	5.86079	2.30334e-09	0.0856637	8629.25	4297.17	3614.33
TACLP	GL	OL	0.069693	2.62262	0.0043628	0.0715843	8568.25	4309.57	3748.01
TACLP	TACHP	GL	0.0259124	0.623179	0.266584	0.0058767	10756.9	1452.96	1379.56
MADHP	MADLP	OH	0.00891222	0.821869	0.205576	0.0658495	9054.79	2992.08	2939.22
MADLP	MADHP	OL	0.014078	1.00224	0.158114	0.160167	7955.21	3113.52	3027.08
MADLP	MADHP	TACHP	0.0149766	1.3975	0.0811322	0.00431966	14515.1	2087.47	2025.87
MADLP	MADHP	TACLP	0.0171205	1.49694	0.0672046	0.00387168	14393.8	2094.22	2023.72
OH	OL	MADHP	0.118844	7.29781	1.46244e-13	0.155477	4684.14	5996.39	4722.52
MADHP	OH	TACHP	0.0209778	2.79419	0.00260147	0.010729	9866.05	3706.26	3553.96
MADHP	OH	TACLP	0.0189661	1.96758	0.024558	0.00759098	9745.34	3699.02	3561.32
MADHP	OL	TACHP	0.0103411	1.25653	0.104462	0.00479016	10840.6	3322.65	3254.63
MADHP	OL	TACLP	0.00932082	0.885636	0.187907	0.00337556	10712	3315.33	3254.1
TACHP	TACLP	MADHP	0.0557585	1.5604	0.0593332	0.00882992	15471.2	1212.45	1084.39
OH	OL	MADLP	0.106043	5.3756	3.81634e-08	0.147632	4691.04	5916.85	4782.28
MADLP	OH	TACHP	0.0295777	4.23642	1.13556e-05	0.0150095	9935.63	3722.99	3509.08
MADLP	OH	TACLP	0.0287617	3.52712	0.000210052	0.0114334	9822.71	3723.52	3515.32
MADLP	OL	TACHP	0.0196204	2.19044	0.0142461	0.00910043	10799.5	3368.01	3238.39
MADLP	OL	TACLP	0.019965	2.0579	0.0198	0.00723453	10675.2	3364.99	3233.26
TACHP	TACLP	MADLP	0.0518882	1.42824	0.076611	0.00844735	15537.2	1207.93	1088.76
OL	OH	TACHP	0.0114903	2.25678	0.0120108	0.00596559	9831.32	3709.91	3625.62
OL	OH	TACLP	0.0104481	2.10462	0.017662	0.00422953	9705.59	3697.65	3621.18
TACHP	TACLP	OH	0.0482001	1.35313	0.0880073	0.0162888	15354.8	1233.75	1120.29
TACHP	TACLP	OL	0.0517985	1.44445	0.0743068	0.0152154	15428.9	1231.38	1110.09
