P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
MADLP	OL	APHP	0.00946047	1.33986	0.0901453	0.0101664	14297.3	4803.5	4713.47
TACHP	APHP	MADLP	0.131758	5.74118	4.70107e-09	0.084497	12476.2	6696.46	5137.27
TACLP	APHP	MADLP	0.127873	5.90001	1.8174e-09	0.0822533	12491	6675.99	5162.21
OL	OH	APHP	0.0102509	1.68436	0.0460564	0.0129098	12546.3	5572.36	5459.27
TACHP	APHP	OH	0.102202	5.54192	1.49584e-08	0.137293	12171.9	6595.24	5372.15
TACLP	APHP	OH	0.0986888	5.57921	1.20803e-08	0.133082	12180.7	6568.81	5388.73
TACHP	APHP	OL	0.128236	6.1856	3.09327e-10	0.132488	12380.4	6690.66	5169.73
TACLP	APHP	OL	0.123172	6.1632	3.5644e-10	0.127946	12387.4	6662.47	5201.19
TACHP	TACLP	APHP	0.00941016	0.601501	0.273753	0.0115734	17187.6	1889.73	1854.49
GH	GL	APLP	0.0777647	3.17573	0.000747289	0.0647109	12874.6	3665.43	3136.49
GH	APLP	MADHP	0.0262266	1.40397	0.0801632	0.0155642	13478.6	5650.07	5361.28
GH	APLP	MADLP	0.021737	1.12857	0.12954	0.0136131	13421.8	5635.1	5395.34
GH	APLP	OH	0.00918863	0.552154	0.290422	0.012597	13092.6	5625.58	5523.14
GH	APLP	OL	0.0227063	1.19081	0.116864	0.0235294	13313.8	5646.55	5395.82
APLP	GH	TACHP	0.0569459	2.89422	0.00190049	0.0562259	7257.89	7408.71	6610.38
APLP	GH	TACLP	0.0458036	2.33155	0.00986223	0.0334419	7241	7311.55	6671.1
APLP	GL	MADHP	0.000483404	0.0173413	0.493082	0.000282294	13686.2	5333.87	5328.72
APLP	GL	MADLP	0.00582819	0.224246	0.411283	0.00358807	13631.6	5378.32	5315.99
APLP	GL	OH	0.0171098	0.742579	0.228868	0.0229892	13307.3	5496.25	5311.34
APLP	GL	OL	0.00648048	0.252224	0.400434	0.00665659	13510.1	5383.22	5313.9
APLP	GL	TACHP	0.07673	2.53657	0.00559722	0.0741152	7510.42	7386.75	6333.96
APLP	GL	TACLP	0.0730796	2.5808	0.00492862	0.0522205	7440.57	7341.69	6341.72
MADHP	MADLP	APLP	0.00691957	0.967963	0.166531	0.00261786	19056	3049.99	3008.07
MADHP	OH	APLP	0.0340659	3.32074	0.000448898	0.022592	13179.7	5488.35	5126.74
MADHP	OL	APLP	0.0174016	2.06943	0.0192527	0.0100737	14781.7	4715.19	4553.89
TACHP	APLP	MADHP	0.0961014	3.62113	0.00014666	0.0559979	13360.7	6179.6	5096
TACLP	APLP	MADHP	0.0935498	3.37003	0.000375802	0.0544014	13399.4	6140.73	5090.09
MADLP	OH	APLP	0.0299568	2.61867	0.00441372	0.0200215	13087.6	5495.74	5176.05
MADLP	OL	APLP	0.0127879	1.55273	0.0602433	0.0074761	14663.7	4727.31	4607.93
TACHP	APLP	MADLP	0.0963206	3.59261	0.000163689	0.0589235	13326.4	6187.25	5100.05
TACLP	APLP	MADLP	0.0925539	3.31276	0.000461903	0.056613	13365.7	6148.95	5107.15
OL	OH	APLP	0.0184051	1.94852	0.0256763	0.0126375	12871.3	5541.99	5341.67
TACHP	APLP	OH	0.0760305	3.24536	0.000586517	0.0973979	12959.4	6139.96	5272.28
TACLP	APLP	OH	0.0725586	2.98148	0.00143429	0.093001	12992.1	6095.07	5270.4
TACHP	APLP	OL	0.0956619	3.65423	0.000128977	0.0939325	13194.8	6175.06	5096.78
TACLP	APLP	OL	0.0906639	3.30896	0.000468217	0.0891927	13224.3	6126.94	5108.31
TACHP	TACLP	APLP	0.0199408	0.956413	0.169432	0.00878836	16352.8	1984.69	1907.08
GH	GL	MADHP	0.0545273	1.44368	0.0744148	0.015842	20403.9	2842.36	2548.42
GH	GL	MADLP	0.0560243	1.51161	0.0653159	0.0171537	20309.7	2847.18	2545.08
GH	GL	OH	0.0521765	1.63944	0.0505607	0.0353317	19917.6	2897.38	2610.02
GH	GL	OL	0.0588139	1.65021	0.0494501	0.0300349	20217	2880.93	2560.88
GH	GL	TACHP	0.0374949	0.883579	0.188462	0.0189712	12853.4	3520.5	3266.04
GH	GL	TACLP	0.0533927	1.20644	0.113825	0.0194243	12854.6	3546.53	3187.01
MADHP	MADLP	GH	0.0150201	1.85851	0.0315485	0.00541132	19318.5	3072.76	2981.82
MADHP	OH	GH	0.0518022	4.96495	3.436e-07	0.0325983	13356.8	5562.95	5014.99
MADHP	OL	GH	0.0216055	2.19689	0.0140142	0.0118618	15030.5	4713.22	4513.86
TACHP	GH	MADHP	0.0756569	4.00079	3.1566e-05	0.0410739	13918.3	5650.13	4855.32
TACLP	GH	MADHP	0.0720489	3.91634	4.49526e-05	0.0394481	13855.9	5667.96	4906.11
MADLP	OH	GH	0.0429688	3.81837	6.71682e-05	0.0273453	13240.9	5546.56	5089.54
MADLP	OL	GH	0.0116487	1.1647	0.12207	0.00648663	14894.9	4707.77	4599.35
TACHP	GH	MADLP	0.0806594	4.56206	2.5327e-06	0.0459187	13854.1	5676.85	4829.42
TACLP	GH	MADLP	0.0758451	4.38027	5.92664e-06	0.0435859	13785.3	5688.29	4886.26
OL	OH	GH	0.0321243	4.27201	9.68589e-06	0.0209959	13032	5600.18	5251.58
TACHP	GH	OH	0.07129	5.28588	6.25495e-08	0.0858987	13469.9	5749.7	4984.46
TACLP	GH	OH	0.0669411	4.84665	6.27806e-07	0.0814482	13395.5	5755.57	5033.35
TACHP	GH	OL	0.0785464	5.0105	2.71448e-07	0.0720906	13750.5	5681.71	4854.16
TACLP	GH	OL	0.0724235	4.41174	5.12712e-06	0.0672383	13674	5685.41	4917.51
TACLP	TACHP	GH	0.0203529	1.0341	0.150544	0.00932049	15659.5	2012.08	1931.81
MADHP	MADLP	GL	0.0162357	2.17193	0.0149304	0.00377259	19044.9	3101.25	3002.16
MADHP	OH	GL	0.051122	4.7283	1.13202e-06	0.0206107	13072.1	5565.59	5024.22
MADHP	OL	GL	0.0244075	2.59893	0.00467569	0.0085837	14728.7	4731.49	4506.02
TACHP	GL	MADHP	0.103731	3.00704	0.00131904	0.0562643	14021	5792.33	4703.58
TACLP	GL	MADHP	0.100495	2.9566	0.00155528	0.0546683	14034.4	5780.9	4725.1
MADLP	OH	GL	0.0414673	4.14303	1.71373e-05	0.0169016	12961	5554.02	5111.74
MADLP	OL	GL	0.0135468	1.49926	0.0669031	0.00482927	14594.5	4727.46	4601.09
TACHP	GL	MADLP	0.109399	3.26027	0.000556524	0.0623016	13958.2	5828.6	4679.07
TACLP	GL	MADLP	0.104943	3.16959	0.000763273	0.0599968	13967	5812.64	4708.52
OL	OH	GL	0.029102	3.3179	0.000453483	0.0121314	12730	5585.55	5269.64
TACHP	GL	OH	0.0979149	3.44996	0.000280334	0.118155	13588.7	5901.35	4848.75
TACLP	GL	OH	0.0938822	3.30383	0.00047686	0.113855	13593.8	5881.63	4872.05
TACHP	GL	OL	0.108721	3.37409	0.0003703	0.0999714	13854.8	5851.58	4703.98
TACLP	GL	OL	0.102897	3.16944	0.000763655	0.0952626	13858.6	5830.59	4742.63
TACHP	TACLP	GL	0.00628377	0.296653	0.383366	0.00137476	15353.2	1985.08	1960.29
MADLP	MADHP	OH	0.0119768	1.2464	0.106308	0.229454	12199.5	4204.59	4105.06
MADLP	MADHP	OL	0.0149136	1.48797	0.0683794	0.277623	10247.5	4427.43	4297.31
MADHP	MADLP	TACHP	0.00652039	0.903487	0.183134	0.00170489	20050.9	2957.68	2919.36
MADHP	MADLP	TACLP	0.00860159	1.10767	0.134003	0.00184828	20024	2976.24	2925.47
OH	OL	MADHP	0.14497	9.42312	0	0.212966	6051.49	8588.37	6413.54
MADHP	OH	TACHP	0.0560447	3.86345	5.58989e-05	0.025708	14000.3	5441.2	4863.67
MADHP	OH	TACLP	0.056919	4.17095	1.51667e-05	0.0213953	13971.5	5455.43	4867.84
MADHP	OL	TACHP	0.0185831	1.76414	0.0388539	0.00741553	15711	4566.2	4399.59
MADHP	OL	TACLP	0.0215123	2.08096	0.018719	0.00703839	15674.7	4589.59	4396.28
TACHP	TACLP	MADHP	0.011053	0.570528	0.28416	0.00170327	24184.9	1507.45	1474.49
OH	OL	MADLP	0.143306	8.94884	1.6263e-19	0.226528	6146.66	8553.43	6409.19
MADLP	OH	TACHP	0.0520174	3.31889	0.000451876	0.0240474	13912.1	5452.61	4913.39
MADLP	OH	TACLP	0.0516869	3.53271	0.000205658	0.0195831	13878	5461.47	4924.65
MADLP	OL	TACHP	0.0142134	1.23629	0.108176	0.00571966	15591.9	4577.19	4448.9
MADLP	OL	TACLP	0.0157501	1.41887	0.0779688	0.00519996	15551.4	4596.4	4453.85
TACHP	TACLP	MADLP	0.0153272	0.758615	0.224041	0.00246053	24130.5	1503.82	1458.42
OL	OH	TACHP	0.0389049	4.81785	7.25572e-07	0.0184253	13683.6	5486.55	5075.63
OL	OH	TACLP	0.0372643	4.56109	2.54448e-06	0.0144581	13641.5	5487.51	5093.22
TACHP	TACLP	OH	0.0140786	0.799119	0.212111	0.0048286	23639.1	1549.22	1506.2
TACHP	TACLP	OL	0.0199076	0.994586	0.159969	0.0051966	24012.2	1528.09	1468.44
