P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
OL	OH	APLP	0.0185169	2.11249	0.0173223	0.0128035	11326.4	4977.34	4796.36
TACHP	APLP	OH	0.0531726	3.80656	7.04575e-05	0.0759396	10486	5449.31	4899.06
TACLP	APLP	OH	0.0529999	3.7988	7.26983e-05	0.0755849	10483.9	5436.29	4889.04
TACHP	APLP	OL	0.0600957	4.21119	1.27015e-05	0.0624625	10655.3	5437.65	4821.14
TACLP	APLP	OL	0.0589409	4.06381	2.41387e-05	0.0611486	10643.6	5415.05	4812.24
TACHP	TACLP	APLP	0.00351912	0.136353	0.445771	0.00122984	14964.8	1561.95	1551
GL	GH	MADHP	0.00579965	0.37605	0.35344	0.0016377	16806.9	2583.27	2553.48
GL	GH	MADLP	0.00312797	0.181526	0.427977	0.00100994	16729.7	2586.45	2570.31
GL	GH	OH	0.000802175	0.063339	0.474748	0.00061899	16482.3	2608.8	2604.62
GL	GH	OL	0.00340617	0.265946	0.39514	0.00187426	16704.6	2593.2	2575.6
GH	GL	TACHP	0.0823416	2.22613	0.0130028	0.0464047	10599.1	3549.82	3009.69
GH	GL	TACLP	0.0855799	2.16341	0.0152549	0.034383	10669.8	3559.79	2998.53
MADHP	MADLP	GH	0.0153755	2.01553	0.0219246	0.00618928	17356.7	2654.81	2574.41
MADHP	OH	GH	0.0361087	4.92707	4.17359e-07	0.0269614	11313.6	5024.55	4674.33
MADHP	OL	GH	0.0134465	1.51076	0.0654254	0.00864102	13092.8	4229.45	4117.22
TACHP	GH	MADHP	0.0588605	4.77052	9.18734e-07	0.0296185	11620.2	4985.99	4431.66
TACLP	GH	MADHP	0.0554968	4.00609	3.08654e-05	0.028131	11551.4	4998.96	4473.28
MADLP	OH	GH	0.0278484	3.24547	0.000586275	0.0208903	11291.8	4979.2	4709.39
MADLP	OL	GH	0.00377819	0.440127	0.329923	0.00246477	12976.3	4228.5	4196.67
TACHP	GH	MADLP	0.0758282	6.23611	2.24297e-10	0.0429083	11622.8	5068.99	4354.43
TACLP	GH	MADLP	0.0730306	5.46276	2.34391e-08	0.0415307	11545.5	5073.45	4382.85
OL	OH	GH	0.0245956	3.60426	0.000156521	0.0184746	11362.6	4956.84	4718.86
TACHP	GH	OH	0.0514063	5.01514	2.64978e-07	0.0681263	11331.5	5047.43	4553.87
TACLP	GH	OH	0.0508956	4.50617	3.30035e-06	0.0677465	11266.8	5064.54	4573.98
TACHP	GH	OL	0.0530381	4.75253	1.00442e-06	0.0509484	11513.7	4991.65	4488.83
TACLP	GH	OL	0.0514142	3.93452	4.16813e-05	0.0496228	11441.4	5001.24	4512.12
TACLP	TACHP	GH	0.0257196	1.16404	0.122204	0.0126761	13854.4	1631.33	1549.52
MADHP	MADLP	GL	0.0180197	1.71437	0.0432307	0.00421863	17375.1	2657.02	2562.96
MADHP	OH	GL	0.0387362	4.78901	8.38045e-07	0.0168553	11332.2	5038.96	4663.14
MADHP	OL	GL	0.0149111	1.60833	0.0538817	0.00558008	13115.1	4234.22	4109.8
TACHP	GL	MADHP	0.0573689	3.47822	0.000252381	0.0280267	12038	4833.88	4309.34
TACLP	GL	MADHP	0.0541828	3.34614	0.000409726	0.0265367	11967.5	4824	4328.12
MADLP	OH	GL	0.0290486	2.68864	0.00358718	0.0126901	11307.5	4990.68	4708.92
MADLP	OL	GL	0.00359848	0.330219	0.370617	0.00136721	12998.5	4233.1	4202.75
TACHP	GL	MADLP	0.0763882	4.61772	1.93991e-06	0.0419378	12030.9	4920.8	4222.37
TACLP	GL	MADLP	0.0738025	4.70225	1.28656e-06	0.0405658	11956.1	4906.66	4232.19
OL	OH	GL	0.0259542	3.88468	5.1232e-05	0.0113386	11378.9	4968.93	4717.52
TACHP	GL	OH	0.0524703	4.12757	1.83312e-05	0.0675304	11736.5	4908.14	4418.76
TACLP	GL	OH	0.0520404	4.09406	2.11946e-05	0.0671597	11683.9	4916.26	4429.88
TACHP	GL	OL	0.0525994	3.83261	6.3395e-05	0.0491595	11934.7	4855.02	4369.8
TACLP	GL	OL	0.0511077	3.41765	0.000315817	0.0478366	11867.8	4848.73	4377.21
TACLP	TACHP	GL	0.0186618	0.532684	0.297126	0.00400418	13338.8	1655.87	1595.2
MADHP	MADLP	OH	0.00333261	0.319504	0.374672	0.0522241	11673.9	3554.39	3530.78
MADLP	MADHP	OL	0.0152958	1.08153	0.13973	0.184044	9639.8	3833.04	3717.55
MADLP	MADHP	TACHP	0.0156046	1.56845	0.0583885	0.00421962	17934.5	2597.85	2518.02
MADLP	MADHP	TACLP	0.0164214	1.73987	0.0409412	0.00359875	17923.7	2615.72	2531.2
OH	OL	MADHP	0.173058	9.25419	0	0.202783	5698.67	7918.25	5581.93
MADHP	OH	TACHP	0.0431282	5.56641	1.30018e-08	0.0218164	11752.6	4970.04	4559.07
MADHP	OH	TACLP	0.0403183	4.54041	2.80724e-06	0.0164654	11750.9	4971.31	4585.98
MADHP	OL	TACHP	0.020019	1.87596	0.0303304	0.00869214	13537.5	4171.36	4007.63
MADHP	OL	TACLP	0.0181485	1.71009	0.043625	0.00635835	13526.1	4173.64	4024.85
TACHP	TACLP	MADHP	0.0112852	0.535133	0.296279	0.00153076	20666.6	1283.65	1255
OH	OL	MADLP	0.163411	9.2889	0	0.234495	5717.5	7821.59	5624.38
MADLP	OH	TACHP	0.0515952	5.39819	3.36589e-08	0.0259538	11807.9	5001.71	4510.9
MADLP	OH	TACLP	0.0493448	4.74021	1.0675e-06	0.0200059	11799	4995.85	4526
MADLP	OL	TACHP	0.0295398	2.88082	0.00198321	0.0128769	13495.1	4244.46	4000.89
MADLP	OL	TACLP	0.0282461	2.63579	0.00419713	0.00993449	13483.5	4246.6	4013.29
TACHP	TACLP	MADLP	0.00950303	0.492101	0.311324	0.00143903	20740.2	1272.67	1248.71
OL	OH	TACHP	0.0258841	3.02406	0.00124701	0.0132386	11798.8	4899.5	4652.26
OL	OH	TACLP	0.0247208	2.8228	0.0023803	0.0101728	11798.9	4902.58	4666.03
TACHP	TACLP	OH	0.00118609	0.0898959	0.464185	0.000415244	20267.5	1269.88	1266.87
TACHP	TACLP	OL	0.00542046	0.340651	0.366683	0.00138844	20505.2	1270.98	1257.28
