P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
OL	OH	APHP	0.00998052	1.16456	0.122098	0.0120564	13335.6	5930.53	5813.32
TACHP	APHP	OH	0.110414	7.13683	4.77552e-13	0.14642	11945	7128.68	5711
TACLP	APHP	OH	0.110134	7.62127	1.256e-14	0.145467	11996.8	7096.67	5688.58
TACHP	APHP	OL	0.130538	7.31321	1.30419e-13	0.133089	12172.8	7239.26	5567.49
TACLP	APHP	OL	0.128469	7.27438	1.74007e-13	0.130791	12209.4	7192.08	5554.53
TACHP	TACLP	APHP	0.0234523	1.4428	0.0745383	0.0175404	18072.9	1828.34	1744.54
GH	GL	APLP	0.0190349	1.00872	0.156554	0.0163729	13773.5	3624.43	3489.02
APLP	GH	MADHP	0.000829971	0.0453597	0.48191	0.000446481	13017.9	5950.09	5940.22
APLP	GH	MADLP	0.000699539	0.0400997	0.484007	0.000414292	13040.7	5956.39	5948.06
APLP	GH	OH	0.00976969	0.719955	0.235776	0.0135147	12697.8	6074.04	5956.51
GH	APLP	OL	0.000437937	0.0274546	0.489049	0.000459875	12913.2	5987.78	5982.54
APLP	GH	TACHP	0.0579188	2.88166	0.00197794	0.0577003	7511.66	7754.84	6905.72
APLP	GH	TACLP	0.052943	2.51883	0.00588723	0.0383643	7439.56	7746.11	6967.15
GL	APLP	MADHP	0.00781326	0.374465	0.354029	0.00413819	13134.8	5921.7	5829.88
GL	APLP	MADLP	0.0054801	0.255831	0.399041	0.00319813	13143.3	5915.25	5850.77
APLP	GL	OH	0.00173186	0.105551	0.457969	0.00236769	12811.9	5955.86	5935.26
GL	APLP	OL	0.00373289	0.206192	0.41832	0.00386642	13007.2	5946.38	5902.15
APLP	GL	TACHP	0.0754629	3.56193	0.000184072	0.0748901	7492.04	7852.72	6750.7
APLP	GL	TACLP	0.0596949	2.9135	0.00178699	0.042929	7472.52	7736.3	6864.7
MADLP	MADHP	APLP	0.00228313	0.239725	0.405272	0.000975299	20375.3	3284.19	3269.23
MADHP	OH	APLP	0.0301896	2.4825	0.00652326	0.0219538	14155	5739.56	5403.17
MADHP	OL	APLP	0.0156736	2.23707	0.0126408	0.00993483	16080.4	4933.21	4780.96
TACHP	APLP	MADHP	0.10528	5.57172	1.26121e-08	0.0538734	13076.9	6605.13	5346.83
TACLP	APLP	MADHP	0.105224	5.50955	1.79879e-08	0.05345	13158.5	6553.26	5305.45
MADLP	OH	APLP	0.0309612	2.63301	0.00423156	0.0229083	13885.8	5849.84	5498.48
MADLP	OL	APLP	0.0172444	2.34213	0.00958693	0.0108993	16090.3	4932.09	4764.87
TACHP	APLP	MADLP	0.0994122	4.98969	3.02381e-07	0.0559768	13079	6592.32	5400.12
TACLP	APLP	MADLP	0.0983987	5.07528	1.93467e-07	0.0549803	13149.1	6528.91	5359.14
OL	OH	APLP	0.0159335	1.52693	0.0633896	0.0121326	13705.3	5870.4	5686.26
TACHP	APLP	OH	0.0813675	5.01681	2.6268e-07	0.102013	12699.4	6564.04	5576.22
TACLP	APLP	OH	0.0811095	5.23474	8.26102e-08	0.101061	12788.3	6519.45	5541.21
TACHP	APLP	OL	0.0971409	5.46515	2.31253e-08	0.0935328	12954.8	6635.35	5460.36
TACLP	APLP	OL	0.0949982	5.45254	2.48275e-08	0.091113	13027.5	6574.48	5433.73
TACHP	TACLP	APLP	0.0365055	1.84897	0.032231	0.0150857	17201.2	1895.51	1761.99
GL	GH	MADHP	0.0172433	0.8958	0.18518	0.00458296	20351.7	2999.43	2897.74
GL	GH	MADLP	0.0122936	0.602175	0.273529	0.00361098	20366.3	2997.56	2924.76
GL	GH	OH	0.0162497	1.05295	0.146183	0.0111825	19939.6	3031.33	2934.39
GL	GH	OL	0.00657482	0.428123	0.334281	0.00340816	20199.5	2984.37	2945.39
GH	GL	TACHP	0.0354213	1.50906	0.0656422	0.0182648	13484.7	3696.27	3443.37
GH	GL	TACLP	0.0130011	0.509663	0.305144	0.00474408	13494.4	3609.15	3516.51
MADLP	MADHP	GH	0.00250611	0.242222	0.404304	0.00100112	20382.1	3300.86	3284.36
MADHP	OH	GH	0.0395568	2.54683	0.00543538	0.0269638	14132.9	5834.98	5390.92
MADHP	OL	GH	0.0140197	1.47065	0.070693	0.00832724	16112.2	4959.73	4822.58
TACHP	GH	MADHP	0.109874	6.33668	1.17382e-10	0.054296	13716.1	6405.14	5136.96
TACLP	GH	MADHP	0.109458	6.2593	1.93349e-10	0.0538751	13748.3	6373.92	5116.23
MADLP	OH	GH	0.0403344	2.83898	0.00226288	0.0279386	13858	5939.6	5479.04
MADLP	OL	GH	0.0157684	1.81371	0.0348609	0.00932059	16112.3	4948.85	4795.2
TACHP	GH	MADLP	0.103838	5.96277	1.23996e-09	0.0563714	13708.5	6381.02	5180.5
TACLP	GH	MADLP	0.102375	5.79581	3.39965e-09	0.0553663	13733.7	6342.89	5164.79
OL	OH	GH	0.0263679	2.34228	0.00958304	0.01879	13690.7	5973.33	5666.41
TACHP	GH	OH	0.0944554	6.52149	3.48051e-11	0.114161	13270.8	6403.89	5298.54
TACLP	GH	OH	0.0939417	7.35865	9.28896e-14	0.113198	13310.3	6380.05	5284.29
TACHP	GH	OL	0.100535	5.52756	1.62356e-08	0.0931155	13576.3	6402.49	5232.74
TACLP	GH	OL	0.097869	5.61479	9.83994e-09	0.0906943	13606.2	6368.96	5233.45
TACHP	TACLP	GH	0.0169173	0.685651	0.246466	0.00691642	16431.1	1904.33	1840.97
MADHP	MADLP	GL	0.00188595	0.185319	0.426489	0.000481763	20458.1	3287.55	3275.17
MADHP	OH	GL	0.0401397	2.76589	0.00283841	0.0174694	14209.8	5814.96	5366.16
MADHP	OL	GL	0.0204744	2.09761	0.0179697	0.00777853	16171.7	4980.29	4780.45
TACHP	GL	MADHP	0.10265	4.81461	7.37432e-07	0.0499423	13930.7	6265.09	5098.61
TACLP	GL	MADHP	0.101231	4.67027	1.50403e-06	0.049517	13856.4	6287.7	5131.71
MADLP	OH	GL	0.0383184	2.77898	0.00272648	0.0169964	13928.3	5912.99	5476.56
MADLP	OL	GL	0.0192622	2.21395	0.0134161	0.00730081	16162.4	4959.94	4772.47
TACHP	GL	MADLP	0.0991241	4.53333	2.90307e-06	0.0529603	13905.5	6252.26	5124.55
TACLP	GL	MADLP	0.0966716	4.25949	1.02448e-05	0.0519447	13825.7	6269.37	5164.08
OL	OH	GL	0.0214642	1.93395	0.0265598	0.00976644	13738.3	5923.95	5674.99
TACHP	GL	OH	0.0875629	5.39122	3.49898e-08	0.104154	13479.2	6262.45	5254.03
TACLP	GL	OH	0.0862275	5.98186	1.10303e-09	0.103197	13411.1	6291.23	5292.4
TACHP	GL	OL	0.0986666	4.66067	1.57588e-06	0.0900191	13761.3	6295.58	5164.82
TACLP	GL	OL	0.0950512	4.6511	1.65084e-06	0.0875804	13685.2	6316.36	5219.83
TACLP	TACHP	GL	0.0255441	0.730839	0.232439	0.00534881	16282.2	1945.04	1848.14
MADLP	MADHP	OH	0.0420828	3.5599	0.0001855	0.581641	13038.3	4699.08	4319.55
MADHP	MADLP	OL	0.00114848	0.0853315	0.465999	0.0461504	10592.4	4811.78	4800.74
MADHP	MADLP	TACHP	0.00807424	0.581278	0.280527	0.00227907	21491.1	3192.81	3141.67
MADHP	MADLP	TACLP	0.00997276	0.701605	0.241463	0.00224055	21470.3	3194.42	3131.33
OH	OL	MADHP	0.156545	6.71439	9.44255e-12	0.190782	6282.61	9410.71	6863.13
MADHP	OH	TACHP	0.0560547	3.50033	0.000232341	0.0270359	15120	5716.67	5109.8
MADHP	OH	TACLP	0.0560319	3.23521	0.000607763	0.021523	15104.1	5710.42	5104.44
MADHP	OL	TACHP	0.0250382	2.34107	0.00961431	0.0104929	17144.2	4822.02	4586.45
MADHP	OL	TACLP	0.02758	2.50735	0.00608197	0.00921022	17118.7	4830.79	4571.48
TACHP	TACLP	MADHP	0.00358422	0.167344	0.43355	0.00044898	24626.9	1468.14	1457.65
OH	OL	MADLP	0.180904	7.83793	2.29011e-15	0.250748	6450.67	9589.82	6651.67
MADLP	OH	TACHP	0.050366	3.49228	0.000239456	0.0247995	14818.5	5794.78	5239.05
MADLP	OH	TACLP	0.0492825	3.06253	0.00109737	0.0193255	14793.6	5779.41	5236.52
MADLP	OL	TACHP	0.0196377	2.66412	0.00385949	0.00823512	17121.1	4787.91	4603.48
MADLP	OL	TACLP	0.0209314	2.51821	0.00589764	0.00698524	17084.5	4785.56	4589.33
TACHP	TACLP	MADLP	0.00763774	0.30674	0.379521	0.00105307	24575	1479.3	1456.88
OL	OH	TACHP	0.0329768	2.2561	0.0120322	0.0167176	14638.2	5815.42	5444.12
OL	OH	TACLP	0.0308124	2.02529	0.0214188	0.0124268	14611.9	5798.72	5452.06
TACHP	TACLP	OH	0.0032245	0.181116	0.428138	0.000990329	24044.5	1491.69	1482.1
TACHP	TACLP	OL	0.011523	0.62942	0.264537	0.00272479	24401.8	1502.39	1468.16
