P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
OL	MADLP	APLP	0.00718172	1.59527	0.0553263	0.0061317	19450.5	6452.05	6360.04
TACHP	APLP	MADLP	0.082002	7.45415	4.5223e-14	0.0502277	16601.3	8397.68	7124.81
TACLP	APLP	MADLP	0.0877111	7.24626	2.14226e-13	0.0536446	16547.3	8458.96	7094.73
OL	OH	APLP	0.00812056	1.67939	0.0465383	0.0078907	17364.5	7348.76	7230.37
TACHP	APLP	OH	0.0707087	6.47601	4.70908e-11	0.091239	16512.7	8335.45	7234.52
TACLP	APLP	OH	0.0748585	6.94525	1.88901e-12	0.096434	16458.2	8396.27	7226.76
TACHP	APLP	OL	0.074389	5.91865	1.62299e-09	0.0785703	16632.2	8336.57	7182.15
TACLP	APLP	OL	0.0789166	6.22485	2.41009e-10	0.0831281	16571.2	8390.82	7163.34
TACLP	TACHP	APLP	0.0213411	1.51158	0.0653208	0.0168748	22225.7	2759.44	2644.13
GL	GH	MADHP	0.0208578	1.28078	0.100135	0.0067794	25223.1	4247.19	4073.63
GL	GH	MADLP	0.0190385	1.16294	0.122426	0.00662662	25221.6	4244.76	4086.15
GL	GH	OH	0.0150516	1.21391	0.11239	0.0117423	25231.1	4280.18	4153.24
GL	GH	OL	0.019148	1.43317	0.0759049	0.0119097	25331.4	4259.55	4099.49
GH	GL	TACHP	0.0408158	2.2753	0.011444	0.0226872	17099.1	5296.08	4880.71
GH	GL	TACLP	0.0450012	2.39204	0.00837754	0.0176556	17255.6	5287.54	4832.14
MADLP	MADHP	GH	0.00010408	0.0142429	0.494318	4.38641e-05	25331.8	4093.11	4092.26
MADHP	OH	GH	0.00174623	0.207734	0.417718	0.00129059	17328.5	7187.78	7162.72
OL	MADHP	GH	0.00752468	1.10946	0.133616	0.00491459	19275	6421.96	6326.03
TACHP	GH	MADHP	0.101103	4.53137	2.93008e-06	0.0568197	17101	8343.39	6811.21
TACLP	GH	MADHP	0.106789	4.57857	2.34079e-06	0.0601368	16986.2	8433.74	6806.28
MADLP	OH	GH	0.00181394	0.239706	0.405279	0.0013342	17461.3	7155.2	7129.29
OL	MADLP	GH	0.00739665	1.36958	0.085409	0.00487098	19194.6	6474.27	6379.19
TACHP	GH	MADLP	0.102362	4.22036	1.21956e-05	0.0612004	17110	8351.54	6800.54
TACLP	GH	MADLP	0.10776	4.36082	6.47883e-06	0.0645832	16995	8441.65	6799.29
OL	OH	GH	0.00826024	1.50908	0.0656385	0.00619848	17121.8	7383.75	7262.76
TACHP	GH	OH	0.0903646	4.07282	2.32233e-05	0.11425	17049.8	8317.24	6938.64
TACLP	GH	OH	0.0943171	4.2998	8.54758e-06	0.119319	16922.9	8395.45	6948.27
TACHP	GH	OL	0.0939633	3.90973	4.61991e-05	0.0972908	17174.9	8321.37	6891.88
TACLP	GH	OL	0.0982237	4.0734	2.31658e-05	0.101753	17048.3	8399.88	6897.33
TACLP	TACHP	GH	0.0373974	2.30787	0.0105033	0.0188926	21478.3	2844.97	2639.86
MADHP	MADLP	GL	0.00173288	0.208363	0.417473	0.000418014	25471.9	4073.75	4059.65
MADHP	OH	GL	0.00501744	0.462	0.322041	0.00212578	17446.3	7178.63	7106.96
OL	MADHP	GL	0.00649521	0.71463	0.237419	0.00243858	19413.2	6386.61	6304.18
TACHP	GL	MADHP	0.0909209	3.41124	0.000323345	0.0503836	17497.3	8150.75	6792.13
TACLP	GL	MADHP	0.0969847	3.54146	0.000198961	0.0537238	17403.9	8222.49	6768.59
MADLP	OH	GL	0.00405469	0.375354	0.353698	0.00170849	17562.6	7129.57	7071.99
OL	MADLP	GL	0.00754828	0.955984	0.16954	0.00285554	19321	6442.01	6345.49
TACHP	GL	MADLP	0.0929513	3.22166	0.00063726	0.0549482	17518.5	8186.11	6793.71
TACLP	GL	MADLP	0.0987488	3.37855	0.000364349	0.0583381	17422	8254.62	6770.87
OL	OH	GL	0.0105787	1.70584	0.0440188	0.0045592	17225.9	7360.86	7206.75
TACHP	GL	OH	0.0830682	3.37496	0.000369131	0.103721	17434.6	8159.73	6908.08
TACLP	GL	OH	0.0872589	3.61371	0.000150926	0.108862	17334.9	8225.19	6904.95
TACHP	GL	OL	0.0845128	3.14254	0.000837458	0.0863972	17573.9	8144.99	6875.56
TACLP	GL	OL	0.0890487	3.29693	0.000488739	0.0909136	17473.1	8209.19	6866.7
TACLP	TACHP	GL	0.0296676	2.31032	0.0104353	0.00672654	21082.9	2864.95	2699.85
MADHP	MADLP	OH	0.0150586	1.68062	0.0464184	0.304954	16479.7	5572.12	5406.79
MADLP	MADHP	OL	0.0116942	0.739313	0.229858	0.284287	14161.6	5775.95	5642.42
MADLP	MADHP	TACHP	0.0024622	0.194162	0.423024	0.000687799	26776.9	4006.03	3986.35
MADLP	MADHP	TACLP	0.00197846	0.15471	0.438525	0.000437602	26854.1	3987.94	3972.19
OH	OL	MADHP	0.133614	9.52913	0	0.176048	8309.51	11399.4	8712.21
MADHP	OH	TACHP	0.0127571	1.10669	0.134215	0.00624818	18610.4	7091.03	6912.39
MADHP	OH	TACLP	0.0146905	1.15178	0.124706	0.00570827	18679.6	7091.68	6886.34
MADHP	OL	TACHP	0.000543302	0.0498862	0.480107	0.000236501	20605.4	6226.98	6220.22
MADHP	OL	TACLP	0.00233327	0.193161	0.423417	0.000805817	20677.7	6226.18	6197.19
TACLP	TACHP	MADHP	0.021662	1.27132	0.101808	0.0035209	31170.1	2247.01	2151.72
OH	OL	MADLP	0.118628	10.199	0	0.177652	8304.34	11260.7	8872.36
MADLP	OH	TACHP	0.0142275	1.87939	0.0300954	0.0069289	18753.5	7068.82	6870.5
MADLP	OH	TACLP	0.0158923	1.8077	0.0353266	0.00614302	18819.7	7066.49	6845.4
MADLP	OL	TACHP	0.00210836	0.276573	0.391054	0.000923683	20528.7	6283.83	6257.39
MADLP	OL	TACLP	0.00357468	0.403001	0.343474	0.00124303	20597.7	6279.7	6234.96
TACLP	TACHP	MADLP	0.0208526	1.17274	0.12045	0.00359249	31179	2236.17	2144.82
OL	OH	TACHP	0.0120121	2.04963	0.0202005	0.00601172	18357	7240.4	7068.52
OL	OH	TACLP	0.0123475	2.15415	0.0156141	0.00490651	18414.8	7229.59	7053.24
TACLP	TACHP	OH	0.0155088	1.18773	0.117469	0.00565518	30989.9	2245.43	2176.84
TACLP	TACHP	OL	0.0165615	1.21197	0.112761	0.00494768	31158.6	2242.26	2169.2
