P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
MADHP	OL	APHP	0.00812408	1.19508	0.116029	0.00855361	11078.8	3550.43	3493.21
TACHP	APHP	MADHP	0.156521	6.47096	4.86916e-11	0.0846893	8417.4	5301.69	3866.65
TACLP	APHP	MADHP	0.149497	5.83216	2.7358e-09	0.0808227	8465.4	5243.5	3879.62
MADLP	OH	APHP	0.00598918	0.720288	0.235674	0.00719891	9691.82	4056.9	4008.6
MADLP	OL	APHP	0.0108937	1.4229	0.0773819	0.011558	10929	3599.88	3522.3
TACHP	APHP	MADLP	0.155393	6.63298	1.64485e-11	0.0895294	8415.09	5279.03	3859.04
TACLP	APHP	MADLP	0.149064	5.88067	2.0431e-09	0.0857469	8464.26	5221.99	3867.13
OH	OL	APHP	0.00358639	0.617588	0.268423	0.00439243	9621.41	4096.86	4067.58
TACHP	APHP	OH	0.123492	6.4121	7.17654e-11	0.152296	8231.67	5143.91	4013.09
TACLP	APHP	OH	0.1211	5.9203	1.6068e-09	0.148928	8293.32	5099.36	3997.71
TACHP	APHP	OL	0.139161	6.67106	1.26983e-11	0.147577	8279.49	5221.01	3945.41
TACLP	APHP	OL	0.135131	6.07314	6.27165e-10	0.143149	8336.22	5171.54	3940.25
TACHP	TACLP	APHP	0.0444965	2.26685	0.0116996	0.0296595	12265.5	1246.44	1140.24
GH	GL	APLP	0.00442281	0.180665	0.428315	0.00288752	9650.69	2342.03	2321.41
GH	APLP	MADHP	0.0521964	2.2531	0.0121265	0.0281544	8773.13	4672.52	4208.94
GH	APLP	MADLP	0.0481111	2.17563	0.0147916	0.0277017	8752.5	4634.38	4208.92
GH	APLP	OH	0.0407554	2.02879	0.02124	0.0509831	8602.38	4600.17	4239.89
GH	APLP	OL	0.0469811	2.19405	0.0141159	0.0506856	8653.11	4645.18	4228.29
GH	TACHP	APLP	0.0169155	0.642227	0.260363	0.0234592	5263.52	5036.46	4868.9
APLP	GH	TACLP	0.0124193	0.462532	0.32185	0.00962265	4786.78	5225.1	5096.91
GL	APLP	MADHP	0.0692967	2.64999	0.00402468	0.0369366	8856.97	4735.73	4121.93
GL	APLP	MADLP	0.0624169	2.37691	0.00872912	0.0355966	8828.14	4689.39	4138.39
GL	APLP	OH	0.0611733	2.46696	0.00681337	0.0743378	8693.32	4670.48	4132
GL	APLP	OL	0.0627438	2.41777	0.00780805	0.0664738	8735.19	4706.63	4150.87
GL	TACHP	APLP	0.0150947	0.465413	0.320818	0.020611	5368.4	4940.35	4793.42
APLP	GL	TACLP	0.0264746	0.787707	0.215434	0.0205216	4736.7	5299.57	5026.2
MADLP	MADHP	APLP	0.0045978	0.403731	0.343205	0.00155482	15729.8	1912.81	1895.3
MADHP	OH	APLP	0.012578	1.01188	0.155798	0.00875136	10172.2	3960.62	3862.22
MADHP	OL	APLP	0.0134451	1.36189	0.086616	0.00824139	11472.8	3492.75	3400.08
TACHP	APLP	MADHP	0.110594	4.30924	8.19077e-06	0.0559402	9027.57	4759.41	3811.51
TACLP	APLP	MADHP	0.103243	3.87813	5.26319e-05	0.0519548	9095.08	4684.35	3807.61
MADLP	OH	APLP	0.014664	1.44216	0.0746285	0.0102945	10061.6	4009.97	3894.06
MADLP	OL	APLP	0.0158044	1.79488	0.0363366	0.00978583	11321.8	3540.95	3430.77
TACHP	APLP	MADLP	0.109599	4.38982	5.6722e-06	0.0589984	9022.27	4736.6	3800.9
TACLP	APLP	MADLP	0.102982	3.87156	5.40699e-05	0.0550934	9090.32	4662.08	3791.51
OL	OH	APLP	0.000714219	0.108976	0.456611	0.000512971	9978.29	4007.76	4002.04
TACHP	APLP	OH	0.0831843	3.92805	4.28194e-05	0.0961787	8819.25	4649.48	3935.36
TACLP	APLP	OH	0.0806128	3.68939	0.000112396	0.0926098	8903.29	4590.95	3905.99
TACHP	APLP	OL	0.0960071	4.36489	6.35929e-06	0.0953202	8878.35	4702.87	3878.95
TACLP	APLP	OL	0.0917186	4.01436	2.98038e-05	0.0906355	8957.79	4639.74	3860.14
TACHP	TACLP	APLP	0.0585957	2.54164	0.00551674	0.020417	11605.3	1287.86	1145.29
GL	GH	MADHP	0.0375725	2.07811	0.0188496	0.00904007	13967.7	2074.27	1924.04
GL	GH	MADLP	0.0315158	1.52038	0.0642076	0.00810984	13927.3	2054.49	1928.95
GL	GH	OH	0.0446648	2.33691	0.00972206	0.0245941	13775.7	2083.92	1905.72
GL	GH	OL	0.0345952	1.75517	0.0396149	0.0166101	13830.6	2076.49	1937.62
GH	GL	TACHP	0.0426512	1.67124	0.0473368	0.0202883	9190.26	2456.59	2255.61
GH	GL	TACLP	0.0307495	1.01628	0.154749	0.0110078	9179.03	2433.25	2288.07
MADHP	MADLP	GH	0.00557063	0.406625	0.342142	0.00183977	16120.1	1860.13	1839.52
MADHP	OH	GH	0.0263131	2.49312	0.00633138	0.018005	10505.3	3933.45	3731.75
MADHP	OL	GH	0.0206391	2.55113	0.00536865	0.0124424	11843	3446.04	3306.68
TACHP	GH	MADHP	0.0594871	4.26863	9.83384e-06	0.0285819	9271.72	4312.91	3828.59
TACLP	GH	MADHP	0.0505807	3.33682	0.000423719	0.0244833	9293.21	4290.71	3877.55
MADLP	OH	GH	0.0233696	2.21712	0.0133075	0.0162035	10376.8	3964.92	3783.84
MADLP	OL	GH	0.0173707	1.92455	0.0271426	0.0106274	11675.5	3477.79	3359.03
TACHP	GH	MADLP	0.063018	4.63701	1.76743e-06	0.0321688	9241.67	4303.47	3793.24
TACLP	GH	MADLP	0.054817	3.49469	0.000237305	0.028169	9264.39	4282.5	3837.39
OL	OH	GH	0.00792857	1.0111	0.155984	0.00563463	10292.4	3961.58	3899.26
TACHP	GH	OH	0.043136	3.29093	0.000499281	0.0476559	9035.52	4278.41	3924.56
TACLP	GH	OH	0.0395477	2.49707	0.00626129	0.0439042	9068.08	4267.27	3942.59
TACHP	GH	OL	0.04972	3.55223	0.000190993	0.04709	9116.18	4296.74	3889.71
TACLP	GH	OL	0.0442369	2.68941	0.00357897	0.0421687	9144.13	4281	3918.29
TACHP	TACLP	GH	0.0177817	0.651715	0.257292	0.00699702	11439.8	1250.56	1206.86
MADHP	MADLP	GL	0.0123028	0.846888	0.198529	0.0025381	16249	1863.48	1818.19
MADHP	OH	GL	0.0228271	1.80042	0.035897	0.0097347	10642.1	3892.11	3718.38
MADHP	OL	GL	0.0225376	2.25427	0.0120895	0.00844603	11955.1	3419.28	3268.55
TACHP	GL	MADHP	0.0417626	2.30937	0.0104616	0.0197163	9476.89	4166.88	3832.79
TACLP	GL	MADHP	0.0326374	1.757	0.0394588	0.0155819	9457.42	4159.51	3896.58
MADLP	OH	GL	0.0166834	1.25429	0.104868	0.00721463	10503.3	3913.26	3784.83
MADLP	OL	GL	0.0155688	1.4522	0.0732236	0.00592274	11775.4	3438.75	3333.31
TACHP	GL	MADLP	0.0483255	2.55566	0.00529939	0.0242552	9437.34	4172.62	3787.92
TACLP	GL	MADLP	0.0398727	1.98387	0.0236353	0.0202227	9419.74	4167.12	3847.55
OL	OH	GL	0.00294766	0.319911	0.374518	0.00129952	10421.5	3912.48	3889.48
TACHP	GL	OH	0.0218305	1.21467	0.112245	0.0236557	9247.09	4110.8	3935.15
TACLP	GL	OH	0.0181002	0.883799	0.188402	0.0198049	9243.93	4119.75	3973.26
TACHP	GL	OL	0.0333441	1.66127	0.0483295	0.0310241	9314.5	4155.21	3887.05
TACLP	GL	OL	0.0276765	1.25365	0.104984	0.0260238	9303.02	4155.84	3931.99
TACLP	TACHP	GL	0.00484081	0.123394	0.450898	0.00096455	11288.3	1256.41	1244.3
MADLP	MADHP	OH	0.0309535	1.92295	0.0272434	0.243462	10170.5	2663.36	2503.43
MADLP	MADHP	OL	0.0367303	2.29464	0.0108768	17.8852	8555.25	2810.92	2611.74
MADLP	MADHP	TACHP	0.00149027	0.145502	0.442157	0.000345901	16550.9	1785.99	1780.68
MADLP	MADHP	TACLP	0.00317049	0.315421	0.376221	0.000609234	16488.2	1794.41	1783.07
OL	MADHP	OH	0.0259309	2.43797	0.00738495	0.325176	6530.55	4767.77	4526.76
MADHP	OH	TACHP	0.0442353	3.30081	0.000482034	0.02163	10846.3	3920.61	3588.44
MADHP	OH	TACLP	0.0383669	2.62213	0.00436914	0.0155974	10823.1	3926.6	3636.43
MADHP	OL	TACHP	0.0328206	2.74973	0.00298222	0.0141077	12212.8	3408.89	3192.24
MADHP	OL	TACLP	0.0285759	2.38287	0.00858915	0.0102015	12175.8	3416.15	3226.34
TACHP	TACLP	MADHP	0.0353553	1.51198	0.0652701	0.0041994	16646.8	1041.9	970.745
OL	MADLP	OH	0.00862933	0.722448	0.235009	0.109411	6462.33	4738.8	4657.72
MADLP	OH	TACHP	0.044508	4.0259	2.83794e-05	0.0219576	10725.7	3959.98	3622.5
MADLP	OH	TACLP	0.0395228	3.19328	0.000703344	0.0161952	10701.7	3965.17	3663.65
MADLP	OL	TACHP	0.0332549	3.06924	0.001073	0.0144496	12053.1	3448.36	3226.39
MADLP	OL	TACLP	0.029953	2.64043	0.00414004	0.010805	12018.9	3458.46	3257.3
TACHP	TACLP	MADLP	0.032536	1.35393	0.0878789	0.0041071	16649.7	1033.47	968.338
OL	OH	TACHP	0.0149992	1.5846	0.0565285	0.00762943	10593	3908.39	3792.87
OL	OH	TACLP	0.0129704	1.28221	0.0998839	0.00544906	10574.3	3918.81	3818.45
TACHP	TACLP	OH	0.0143126	0.688446	0.245586	0.00392753	16348.1	1033.35	1004.19
TACHP	TACLP	OL	0.0217689	1.03739	0.149778	0.00512739	16455.2	1040.11	995.792
